id,course_id,day_of_week,start_time,end_time,location,created_by,created_date,last_modified_by,last_modified_date
966,966,TUESDAY,14:00:00,15:30:00,R166,\N,\N,\N,\N
967,967,WEDNESDAY,13:00:00,14:30:00,R167,\N,\N,\N,\N
968,968,THURSDAY,13:30:00,15:00:00,R168,\N,\N,\N,\N
969,969,FRIDAY,13:00:00,14:30:00,R169,\N,\N,\N,\N
970,970,MONDAY,11:00:00,12:30:00,R170,\N,\N,\N,\N
971,971,TUESDAY,10:30:00,12:00:00,R171,\N,\N,\N,\N
972,972,WEDNESDAY,15:00:00,16:30:00,R172,\N,\N,\N,\N
973,973,THURSDAY,13:00:00,14:30:00,R173,\N,\N,\N,\N
974,974,FRIDAY,10:00:00,11:30:00,R174,\N,\N,\N,\N
975,975,MONDAY,14:00:00,15:30:00,R175,\N,\N,\N,\N
976,976,TUESDAY,10:00:00,11:30:00,R176,\N,\N,\N,\N
977,977,WEDNESDAY,13:00:00,14:30:00,R177,\N,\N,\N,\N
978,978,THURSDAY,14:00:00,15:30:00,R178,\N,\N,\N,\N
979,979,FRIDAY,13:00:00,14:30:00,R179,\N,\N,\N,\N
980,980,MONDAY,13:00:00,14:30:00,R180,\N,\N,\N,\N
981,981,TUESDAY,11:30:00,13:00:00,R181,\N,\N,\N,\N
982,982,WEDNESDAY,14:30:00,16:00:00,R182,\N,\N,\N,\N
983,983,THURSDAY,10:00:00,11:30:00,R183,\N,\N,\N,\N
984,984,FRIDAY,11:00:00,12:30:00,R184,\N,\N,\N,\N
985,985,MONDAY,13:00:00,14:30:00,R185,\N,\N,\N,\N
986,986,TUESDAY,15:30:00,17:00:00,R186,\N,\N,\N,\N
987,987,WEDNESDAY,13:30:00,15:00:00,R187,\N,\N,\N,\N
988,988,THURSDAY,10:00:00,11:30:00,R188,\N,\N,\N,\N
989,989,FRIDAY,13:00:00,14:30:00,R189,\N,\N,\N,\N
990,990,MONDAY,10:00:00,11:30:00,R190,\N,\N,\N,\N
991,991,TUESDAY,13:30:00,15:00:00,R191,\N,\N,\N,\N
992,992,WEDNESDAY,13:30:00,15:00:00,R192,\N,\N,\N,\N
993,993,THURSDAY,09:00:00,10:30:00,R193,\N,\N,\N,\N
994,994,FRIDAY,11:30:00,13:00:00,R194,\N,\N,\N,\N
995,995,MONDAY,14:00:00,15:30:00,R195,\N,\N,\N,\N
996,996,TUESDAY,11:30:00,13:00:00,R196,\N,\N,\N,\N
997,997,WEDNESDAY,11:00:00,12:30:00,R197,\N,\N,\N,\N
998,998,THURSDAY,14:00:00,15:30:00,R198,\N,\N,\N,\N
999,999,FRIDAY,11:00:00,12:30:00,R199,\N,\N,\N,\N
1000,1000,MONDAY,13:30:00,15:00:00,R200,\N,\N,\N,\N
1001,1001,TUESDAY,13:30:00,15:00:00,R001,\N,\N,\N,\N
1002,1002,WEDNESDAY,11:30:00,13:00:00,R002,\N,\N,\N,\N
1003,1003,THURSDAY,13:30:00,15:00:00,R003,\N,\N,\N,\N
1004,1004,FRIDAY,14:00:00,15:30:00,R004,\N,\N,\N,\N
1005,1005,MONDAY,13:00:00,14:30:00,R005,\N,\N,\N,\N
1006,1006,TUESDAY,13:00:00,14:30:00,R006,\N,\N,\N,\N
1007,1007,WEDNESDAY,14:30:00,16:00:00,R007,\N,\N,\N,\N
1008,1008,THURSDAY,14:00:00,15:30:00,R008,\N,\N,\N,\N
1009,1009,FRIDAY,10:00:00,11:30:00,R009,\N,\N,\N,\N
1010,1010,MONDAY,11:00:00,12:30:00,R010,\N,\N,\N,\N
1011,1011,TUESDAY,10:30:00,12:00:00,R011,\N,\N,\N,\N
1012,1012,WEDNESDAY,12:00:00,13:30:00,R012,\N,\N,\N,\N
1013,1013,THURSDAY,10:00:00,11:30:00,R013,\N,\N,\N,\N
1014,1014,FRIDAY,11:30:00,13:00:00,R014,\N,\N,\N,\N
1015,1015,MONDAY,14:30:00,16:00:00,R015,\N,\N,\N,\N
1016,1016,TUESDAY,10:00:00,11:30:00,R016,\N,\N,\N,\N
1017,1017,WEDNESDAY,10:00:00,11:30:00,R017,\N,\N,\N,\N
1018,1018,THURSDAY,13:00:00,14:30:00,R018,\N,\N,\N,\N
1019,1019,FRIDAY,10:00:00,11:30:00,R019,\N,\N,\N,\N
1020,1020,MONDAY,12:30:00,14:00:00,R020,\N,\N,\N,\N
1021,1021,TUESDAY,09:30:00,11:00:00,R021,\N,\N,\N,\N
1022,1022,WEDNESDAY,10:00:00,11:30:00,R022,\N,\N,\N,\N
1023,1023,THURSDAY,13:00:00,14:30:00,R023,\N,\N,\N,\N
1024,1024,FRIDAY,10:30:00,12:00:00,R024,\N,\N,\N,\N
1025,1025,MONDAY,12:00:00,13:30:00,R025,\N,\N,\N,\N
1026,1026,TUESDAY,14:00:00,15:30:00,R026,\N,\N,\N,\N
1027,1027,WEDNESDAY,14:30:00,16:00:00,R027,\N,\N,\N,\N
1028,1028,THURSDAY,14:30:00,16:00:00,R028,\N,\N,\N,\N
1029,1029,FRIDAY,11:30:00,13:00:00,R029,\N,\N,\N,\N
1030,1030,MONDAY,10:30:00,12:00:00,R030,\N,\N,\N,\N
1031,1031,TUESDAY,13:30:00,15:00:00,R031,\N,\N,\N,\N
1032,1032,WEDNESDAY,14:00:00,15:30:00,R032,\N,\N,\N,\N
1033,1033,THURSDAY,15:00:00,16:30:00,R033,\N,\N,\N,\N
1034,1034,FRIDAY,10:30:00,12:00:00,R034,\N,\N,\N,\N
1035,1035,MONDAY,10:00:00,11:30:00,R035,\N,\N,\N,\N
1036,1036,TUESDAY,10:30:00,12:00:00,R036,\N,\N,\N,\N
1037,1037,WEDNESDAY,11:30:00,13:00:00,R037,\N,\N,\N,\N
1038,1038,THURSDAY,13:00:00,14:30:00,R038,\N,\N,\N,\N
1039,1039,FRIDAY,10:30:00,12:00:00,R039,\N,\N,\N,\N
1040,1040,MONDAY,14:30:00,16:00:00,R040,\N,\N,\N,\N
1041,1041,TUESDAY,15:30:00,17:00:00,R041,\N,\N,\N,\N
1042,1042,WEDNESDAY,11:30:00,13:00:00,R042,\N,\N,\N,\N
1043,1043,THURSDAY,10:00:00,11:30:00,R043,\N,\N,\N,\N
1044,1044,FRIDAY,13:30:00,15:00:00,R044,\N,\N,\N,\N
1045,1045,MONDAY,11:00:00,12:30:00,R045,\N,\N,\N,\N
1046,1046,TUESDAY,13:30:00,15:00:00,R046,\N,\N,\N,\N
1047,1047,WEDNESDAY,11:00:00,12:30:00,R047,\N,\N,\N,\N
1048,1048,THURSDAY,09:00:00,10:30:00,R048,\N,\N,\N,\N
1049,1049,FRIDAY,13:30:00,15:00:00,R049,\N,\N,\N,\N
1050,1050,MONDAY,12:00:00,13:30:00,R050,\N,\N,\N,\N
1051,1051,TUESDAY,14:00:00,15:30:00,R051,\N,\N,\N,\N
1052,1052,WEDNESDAY,10:00:00,11:30:00,R052,\N,\N,\N,\N
1053,1053,THURSDAY,11:00:00,12:30:00,R053,\N,\N,\N,\N
1054,1054,FRIDAY,13:00:00,14:30:00,R054,\N,\N,\N,\N
1055,1055,MONDAY,14:00:00,15:30:00,R055,\N,\N,\N,\N
1056,1056,TUESDAY,15:30:00,17:00:00,R056,\N,\N,\N,\N
1057,1057,WEDNESDAY,12:30:00,14:00:00,R057,\N,\N,\N,\N
1058,1058,THURSDAY,14:30:00,16:00:00,R058,\N,\N,\N,\N
1059,1059,FRIDAY,11:00:00,12:30:00,R059,\N,\N,\N,\N
1060,1060,MONDAY,13:30:00,15:00:00,R060,\N,\N,\N,\N
1061,1061,TUESDAY,12:30:00,14:00:00,R061,\N,\N,\N,\N
1062,1062,WEDNESDAY,11:00:00,12:30:00,R062,\N,\N,\N,\N
1063,1063,THURSDAY,13:00:00,14:30:00,R063,\N,\N,\N,\N
1064,1064,FRIDAY,14:00:00,15:30:00,R064,\N,\N,\N,\N
1065,1065,MONDAY,10:00:00,11:30:00,R065,\N,\N,\N,\N
1066,1066,TUESDAY,10:30:00,12:00:00,R066,\N,\N,\N,\N
1067,1067,WEDNESDAY,13:00:00,14:30:00,R067,\N,\N,\N,\N
1068,1068,THURSDAY,15:00:00,16:30:00,R068,\N,\N,\N,\N
1069,1069,FRIDAY,14:00:00,15:30:00,R069,\N,\N,\N,\N
1070,1070,MONDAY,15:00:00,16:30:00,R070,\N,\N,\N,\N
1071,1071,TUESDAY,12:00:00,13:30:00,R071,\N,\N,\N,\N
1072,1072,WEDNESDAY,12:00:00,13:30:00,R072,\N,\N,\N,\N
1073,1073,THURSDAY,09:30:00,11:00:00,R073,\N,\N,\N,\N
1074,1074,FRIDAY,13:30:00,15:00:00,R074,\N,\N,\N,\N
1075,1075,MONDAY,11:30:00,13:00:00,R075,\N,\N,\N,\N
1076,1076,TUESDAY,09:00:00,10:30:00,R076,\N,\N,\N,\N
1077,1077,WEDNESDAY,15:00:00,16:30:00,R077,\N,\N,\N,\N
1078,1078,THURSDAY,10:30:00,12:00:00,R078,\N,\N,\N,\N
1079,1079,FRIDAY,14:30:00,16:00:00,R079,\N,\N,\N,\N
1080,1080,MONDAY,12:00:00,13:30:00,R080,\N,\N,\N,\N
1081,1081,TUESDAY,10:00:00,11:30:00,R081,\N,\N,\N,\N
1082,1082,WEDNESDAY,14:00:00,15:30:00,R082,\N,\N,\N,\N
1083,1083,THURSDAY,10:00:00,11:30:00,R083,\N,\N,\N,\N
1084,1084,FRIDAY,11:00:00,12:30:00,R084,\N,\N,\N,\N
1085,1085,MONDAY,11:00:00,12:30:00,R085,\N,\N,\N,\N
1086,1086,TUESDAY,11:00:00,12:30:00,R086,\N,\N,\N,\N
1087,1087,WEDNESDAY,10:00:00,11:30:00,R087,\N,\N,\N,\N
1088,1088,THURSDAY,10:00:00,11:30:00,R088,\N,\N,\N,\N
1089,1089,FRIDAY,12:30:00,14:00:00,R089,\N,\N,\N,\N
1090,1090,MONDAY,13:00:00,14:30:00,R090,\N,\N,\N,\N
1091,1091,TUESDAY,10:00:00,11:30:00,R091,\N,\N,\N,\N
1092,1092,WEDNESDAY,15:30:00,17:00:00,R092,\N,\N,\N,\N
1093,1093,THURSDAY,14:30:00,16:00:00,R093,\N,\N,\N,\N
1094,1094,FRIDAY,11:00:00,12:30:00,R094,\N,\N,\N,\N
1095,1095,MONDAY,11:30:00,13:00:00,R095,\N,\N,\N,\N
1096,1096,TUESDAY,12:00:00,13:30:00,R096,\N,\N,\N,\N
1097,1097,WEDNESDAY,13:00:00,14:30:00,R097,\N,\N,\N,\N
1098,1098,THURSDAY,14:00:00,15:30:00,R098,\N,\N,\N,\N
1099,1099,FRIDAY,10:30:00,12:00:00,R099,\N,\N,\N,\N
1100,1100,MONDAY,11:00:00,12:30:00,R100,\N,\N,\N,\N
1101,1101,TUESDAY,11:00:00,12:30:00,R101,\N,\N,\N,\N
1102,1102,WEDNESDAY,14:00:00,15:30:00,R102,\N,\N,\N,\N
1103,1103,THURSDAY,14:30:00,16:00:00,R103,\N,\N,\N,\N
1104,1104,FRIDAY,13:30:00,15:00:00,R104,\N,\N,\N,\N
1105,1105,MONDAY,13:00:00,14:30:00,R105,\N,\N,\N,\N
1106,1106,TUESDAY,11:30:00,13:00:00,R106,\N,\N,\N,\N
1107,1107,WEDNESDAY,10:00:00,11:30:00,R107,\N,\N,\N,\N
1108,1108,THURSDAY,11:00:00,12:30:00,R108,\N,\N,\N,\N
1109,1109,FRIDAY,14:00:00,15:30:00,R109,\N,\N,\N,\N
1110,1110,MONDAY,12:00:00,13:30:00,R110,\N,\N,\N,\N
1111,1111,TUESDAY,13:30:00,15:00:00,R111,\N,\N,\N,\N
1112,1112,WEDNESDAY,10:30:00,12:00:00,R112,\N,\N,\N,\N
1113,1113,THURSDAY,13:30:00,15:00:00,R113,\N,\N,\N,\N
1114,1114,FRIDAY,11:00:00,12:30:00,R114,\N,\N,\N,\N
1115,1115,MONDAY,11:30:00,13:00:00,R115,\N,\N,\N,\N
1116,1116,TUESDAY,10:00:00,11:30:00,R116,\N,\N,\N,\N
1117,1117,WEDNESDAY,13:30:00,15:00:00,R117,\N,\N,\N,\N
1118,1118,THURSDAY,14:30:00,16:00:00,R118,\N,\N,\N,\N
1119,1119,FRIDAY,14:30:00,16:00:00,R119,\N,\N,\N,\N
1120,1120,MONDAY,11:30:00,13:00:00,R120,\N,\N,\N,\N
1121,1121,TUESDAY,13:30:00,15:00:00,R121,\N,\N,\N,\N
1122,1122,WEDNESDAY,09:00:00,10:30:00,R122,\N,\N,\N,\N
1123,1123,THURSDAY,11:00:00,12:30:00,R123,\N,\N,\N,\N
1124,1124,FRIDAY,14:00:00,15:30:00,R124,\N,\N,\N,\N
1125,1125,MONDAY,10:30:00,12:00:00,R125,\N,\N,\N,\N
1126,1126,TUESDAY,13:30:00,15:00:00,R126,\N,\N,\N,\N
1127,1127,WEDNESDAY,14:30:00,16:00:00,R127,\N,\N,\N,\N
1128,1128,THURSDAY,11:00:00,12:30:00,R128,\N,\N,\N,\N
1129,1129,FRIDAY,15:30:00,17:00:00,R129,\N,\N,\N,\N
1130,1130,MONDAY,13:00:00,14:30:00,R130,\N,\N,\N,\N
1131,1131,TUESDAY,14:30:00,16:00:00,R131,\N,\N,\N,\N
1132,1132,WEDNESDAY,10:00:00,11:30:00,R132,\N,\N,\N,\N
1133,1133,THURSDAY,10:00:00,11:30:00,R133,\N,\N,\N,\N
1134,1134,FRIDAY,14:00:00,15:30:00,R134,\N,\N,\N,\N
1135,1135,MONDAY,09:30:00,11:00:00,R135,\N,\N,\N,\N
1136,1136,TUESDAY,14:30:00,16:00:00,R136,\N,\N,\N,\N
1137,1137,WEDNESDAY,13:00:00,14:30:00,R137,\N,\N,\N,\N
1138,1138,THURSDAY,10:00:00,11:30:00,R138,\N,\N,\N,\N
1139,1139,FRIDAY,11:00:00,12:30:00,R139,\N,\N,\N,\N
1140,1140,MONDAY,13:30:00,15:00:00,R140,\N,\N,\N,\N
1141,1141,TUESDAY,12:30:00,14:00:00,R141,\N,\N,\N,\N
1142,1142,WEDNESDAY,14:00:00,15:30:00,R142,\N,\N,\N,\N
1143,1143,THURSDAY,10:30:00,12:00:00,R143,\N,\N,\N,\N
1144,1144,FRIDAY,11:00:00,12:30:00,R144,\N,\N,\N,\N
1145,1145,MONDAY,10:00:00,11:30:00,R145,\N,\N,\N,\N
1146,1146,TUESDAY,10:00:00,11:30:00,R146,\N,\N,\N,\N
1147,1147,WEDNESDAY,12:30:00,14:00:00,R147,\N,\N,\N,\N
1148,1148,THURSDAY,14:30:00,16:00:00,R148,\N,\N,\N,\N
1149,1149,FRIDAY,10:30:00,12:00:00,R149,\N,\N,\N,\N
1150,1150,MONDAY,10:00:00,11:30:00,R150,\N,\N,\N,\N
1151,1151,TUESDAY,10:30:00,12:00:00,R151,\N,\N,\N,\N
1152,1152,WEDNESDAY,14:00:00,15:30:00,R152,\N,\N,\N,\N
1153,1153,THURSDAY,11:00:00,12:30:00,R153,\N,\N,\N,\N
1154,1154,FRIDAY,13:00:00,14:30:00,R154,\N,\N,\N,\N
1155,1155,MONDAY,13:30:00,15:00:00,R155,\N,\N,\N,\N
1156,1156,TUESDAY,14:30:00,16:00:00,R156,\N,\N,\N,\N
1157,1157,WEDNESDAY,14:00:00,15:30:00,R157,\N,\N,\N,\N
1158,1158,THURSDAY,14:00:00,15:30:00,R158,\N,\N,\N,\N
1159,1159,FRIDAY,15:30:00,17:00:00,R159,\N,\N,\N,\N
1160,1160,MONDAY,11:30:00,13:00:00,R160,\N,\N,\N,\N
1161,1161,TUESDAY,14:00:00,15:30:00,R161,\N,\N,\N,\N
1162,1162,WEDNESDAY,10:00:00,11:30:00,R162,\N,\N,\N,\N
1163,1163,THURSDAY,14:30:00,16:00:00,R163,\N,\N,\N,\N
1164,1164,FRIDAY,14:00:00,15:30:00,R164,\N,\N,\N,\N
1165,1165,MONDAY,11:30:00,13:00:00,R165,\N,\N,\N,\N
1166,1166,TUESDAY,10:00:00,11:30:00,R166,\N,\N,\N,\N
1167,1167,WEDNESDAY,14:30:00,16:00:00,R167,\N,\N,\N,\N
1168,1168,THURSDAY,11:30:00,13:00:00,R168,\N,\N,\N,\N
1169,1169,FRIDAY,13:00:00,14:30:00,R169,\N,\N,\N,\N
1170,1170,MONDAY,13:00:00,14:30:00,R170,\N,\N,\N,\N
1171,1171,TUESDAY,10:30:00,12:00:00,R171,\N,\N,\N,\N
1172,1172,WEDNESDAY,14:30:00,16:00:00,R172,\N,\N,\N,\N
1173,1173,THURSDAY,10:00:00,11:30:00,R173,\N,\N,\N,\N
1174,1174,FRIDAY,14:30:00,16:00:00,R174,\N,\N,\N,\N
1175,1175,MONDAY,14:00:00,15:30:00,R175,\N,\N,\N,\N
1176,1176,TUESDAY,14:00:00,15:30:00,R176,\N,\N,\N,\N
1177,1177,WEDNESDAY,10:30:00,12:00:00,R177,\N,\N,\N,\N
1178,1178,THURSDAY,13:30:00,15:00:00,R178,\N,\N,\N,\N
1179,1179,FRIDAY,11:30:00,13:00:00,R179,\N,\N,\N,\N
1180,1180,MONDAY,11:00:00,12:30:00,R180,\N,\N,\N,\N
1181,1181,TUESDAY,10:30:00,12:00:00,R181,\N,\N,\N,\N
1182,1182,WEDNESDAY,13:30:00,15:00:00,R182,\N,\N,\N,\N
1183,1183,THURSDAY,11:30:00,13:00:00,R183,\N,\N,\N,\N
1184,1184,FRIDAY,11:30:00,13:00:00,R184,\N,\N,\N,\N
1185,1185,MONDAY,09:30:00,11:00:00,R185,\N,\N,\N,\N
1186,1186,TUESDAY,10:30:00,12:00:00,R186,\N,\N,\N,\N
1187,1187,WEDNESDAY,13:30:00,15:00:00,R187,\N,\N,\N,\N
1188,1188,THURSDAY,10:30:00,12:00:00,R188,\N,\N,\N,\N
1189,1189,FRIDAY,11:00:00,12:30:00,R189,\N,\N,\N,\N
1190,1190,MONDAY,15:00:00,16:30:00,R190,\N,\N,\N,\N
1191,1191,TUESDAY,11:30:00,13:00:00,R191,\N,\N,\N,\N
1192,1192,WEDNESDAY,11:00:00,12:30:00,R192,\N,\N,\N,\N
1193,1193,THURSDAY,14:30:00,16:00:00,R193,\N,\N,\N,\N
1194,1194,FRIDAY,11:30:00,13:00:00,R194,\N,\N,\N,\N
1195,1195,MONDAY,15:30:00,17:00:00,R195,\N,\N,\N,\N
1196,1196,TUESDAY,11:30:00,13:00:00,R196,\N,\N,\N,\N
1197,1197,WEDNESDAY,10:00:00,11:30:00,R197,\N,\N,\N,\N
1198,1198,THURSDAY,13:30:00,15:00:00,R198,\N,\N,\N,\N
1199,1199,FRIDAY,11:30:00,13:00:00,R199,\N,\N,\N,\N
1200,1200,MONDAY,09:00:00,10:30:00,R200,\N,\N,\N,\N
1201,1201,TUESDAY,11:30:00,13:00:00,R001,\N,\N,\N,\N
1202,1202,WEDNESDAY,11:30:00,13:00:00,R002,\N,\N,\N,\N
1203,1203,THURSDAY,11:00:00,12:30:00,R003,\N,\N,\N,\N
1204,1204,FRIDAY,14:00:00,15:30:00,R004,\N,\N,\N,\N
1205,1205,MONDAY,11:00:00,12:30:00,R005,\N,\N,\N,\N
1206,1206,TUESDAY,10:30:00,12:00:00,R006,\N,\N,\N,\N
1207,1207,WEDNESDAY,10:30:00,12:00:00,R007,\N,\N,\N,\N
1208,1208,THURSDAY,09:30:00,11:00:00,R008,\N,\N,\N,\N
1209,1209,FRIDAY,11:00:00,12:30:00,R009,\N,\N,\N,\N
1210,1210,MONDAY,09:00:00,10:30:00,R010,\N,\N,\N,\N
1211,1211,TUESDAY,14:00:00,15:30:00,R011,\N,\N,\N,\N
1212,1212,WEDNESDAY,10:30:00,12:00:00,R012,\N,\N,\N,\N
1213,1213,THURSDAY,15:30:00,17:00:00,R013,\N,\N,\N,\N
1214,1214,FRIDAY,13:00:00,14:30:00,R014,\N,\N,\N,\N
1215,1215,MONDAY,09:30:00,11:00:00,R015,\N,\N,\N,\N
1216,1216,TUESDAY,10:30:00,12:00:00,R016,\N,\N,\N,\N
1217,1217,WEDNESDAY,11:00:00,12:30:00,R017,\N,\N,\N,\N
1218,1218,THURSDAY,10:30:00,12:00:00,R018,\N,\N,\N,\N
1219,1219,FRIDAY,11:00:00,12:30:00,R019,\N,\N,\N,\N
1220,1220,MONDAY,14:00:00,15:30:00,R020,\N,\N,\N,\N
1221,1221,TUESDAY,13:30:00,15:00:00,R021,\N,\N,\N,\N
1222,1222,WEDNESDAY,10:30:00,12:00:00,R022,\N,\N,\N,\N
1223,1223,THURSDAY,11:00:00,12:30:00,R023,\N,\N,\N,\N
1224,1224,FRIDAY,14:00:00,15:30:00,R024,\N,\N,\N,\N
1225,1225,MONDAY,13:00:00,14:30:00,R025,\N,\N,\N,\N
1226,1226,TUESDAY,14:30:00,16:00:00,R026,\N,\N,\N,\N
1227,1227,WEDNESDAY,13:00:00,14:30:00,R027,\N,\N,\N,\N
1228,1228,THURSDAY,15:30:00,17:00:00,R028,\N,\N,\N,\N
1229,1229,FRIDAY,10:00:00,11:30:00,R029,\N,\N,\N,\N
1230,1230,MONDAY,13:00:00,14:30:00,R030,\N,\N,\N,\N
1231,1231,TUESDAY,13:00:00,14:30:00,R031,\N,\N,\N,\N
1232,1232,WEDNESDAY,10:00:00,11:30:00,R032,\N,\N,\N,\N
1233,1233,THURSDAY,10:00:00,11:30:00,R033,\N,\N,\N,\N
1234,1234,FRIDAY,13:30:00,15:00:00,R034,\N,\N,\N,\N
1235,1235,MONDAY,12:30:00,14:00:00,R035,\N,\N,\N,\N
1236,1236,TUESDAY,13:30:00,15:00:00,R036,\N,\N,\N,\N
1237,1237,WEDNESDAY,09:30:00,11:00:00,R037,\N,\N,\N,\N
1238,1238,THURSDAY,10:30:00,12:00:00,R038,\N,\N,\N,\N
1239,1239,FRIDAY,14:00:00,15:30:00,R039,\N,\N,\N,\N
1240,1240,MONDAY,13:30:00,15:00:00,R040,\N,\N,\N,\N
1241,1241,TUESDAY,14:30:00,16:00:00,R041,\N,\N,\N,\N
1242,1242,WEDNESDAY,10:00:00,11:30:00,R042,\N,\N,\N,\N
1243,1243,THURSDAY,14:30:00,16:00:00,R043,\N,\N,\N,\N
1244,1244,FRIDAY,13:00:00,14:30:00,R044,\N,\N,\N,\N
1245,1245,MONDAY,11:00:00,12:30:00,R045,\N,\N,\N,\N
1246,1246,TUESDAY,11:30:00,13:00:00,R046,\N,\N,\N,\N
1247,1247,WEDNESDAY,13:00:00,14:30:00,R047,\N,\N,\N,\N
1248,1248,THURSDAY,11:30:00,13:00:00,R048,\N,\N,\N,\N
1249,1249,FRIDAY,11:00:00,12:30:00,R049,\N,\N,\N,\N
1250,1250,MONDAY,11:00:00,12:30:00,R050,\N,\N,\N,\N
1251,1251,TUESDAY,11:30:00,13:00:00,R051,\N,\N,\N,\N
1252,1252,WEDNESDAY,15:30:00,17:00:00,R052,\N,\N,\N,\N
1253,1253,THURSDAY,14:30:00,16:00:00,R053,\N,\N,\N,\N
1254,1254,FRIDAY,13:00:00,14:30:00,R054,\N,\N,\N,\N
1255,1255,MONDAY,13:00:00,14:30:00,R055,\N,\N,\N,\N
1256,1256,TUESDAY,13:30:00,15:00:00,R056,\N,\N,\N,\N
1257,1257,WEDNESDAY,12:00:00,13:30:00,R057,\N,\N,\N,\N
1258,1258,THURSDAY,13:30:00,15:00:00,R058,\N,\N,\N,\N
1259,1259,FRIDAY,13:00:00,14:30:00,R059,\N,\N,\N,\N
1260,1260,MONDAY,14:30:00,16:00:00,R060,\N,\N,\N,\N
1261,1261,TUESDAY,10:00:00,11:30:00,R061,\N,\N,\N,\N
1262,1262,WEDNESDAY,10:30:00,12:00:00,R062,\N,\N,\N,\N
1263,1263,THURSDAY,14:30:00,16:00:00,R063,\N,\N,\N,\N
1264,1264,FRIDAY,11:30:00,13:00:00,R064,\N,\N,\N,\N
1265,1265,MONDAY,14:30:00,16:00:00,R065,\N,\N,\N,\N
1266,1266,TUESDAY,13:00:00,14:30:00,R066,\N,\N,\N,\N
1267,1267,WEDNESDAY,10:00:00,11:30:00,R067,\N,\N,\N,\N
1268,1268,THURSDAY,14:00:00,15:30:00,R068,\N,\N,\N,\N
1269,1269,FRIDAY,13:30:00,15:00:00,R069,\N,\N,\N,\N
1270,1270,MONDAY,13:30:00,15:00:00,R070,\N,\N,\N,\N
1271,1271,TUESDAY,13:30:00,15:00:00,R071,\N,\N,\N,\N
1272,1272,WEDNESDAY,14:00:00,15:30:00,R072,\N,\N,\N,\N
1273,1273,THURSDAY,10:00:00,11:30:00,R073,\N,\N,\N,\N
1274,1274,FRIDAY,13:00:00,14:30:00,R074,\N,\N,\N,\N
1275,1275,MONDAY,14:30:00,16:00:00,R075,\N,\N,\N,\N
1276,1276,TUESDAY,13:00:00,14:30:00,R076,\N,\N,\N,\N
1277,1277,WEDNESDAY,11:00:00,12:30:00,R077,\N,\N,\N,\N
1278,1278,THURSDAY,14:30:00,16:00:00,R078,\N,\N,\N,\N
1279,1279,FRIDAY,11:30:00,13:00:00,R079,\N,\N,\N,\N
1280,1280,MONDAY,14:00:00,15:30:00,R080,\N,\N,\N,\N
1281,1281,TUESDAY,11:00:00,12:30:00,R081,\N,\N,\N,\N
1282,1282,WEDNESDAY,11:30:00,13:00:00,R082,\N,\N,\N,\N
1283,1283,THURSDAY,11:30:00,13:00:00,R083,\N,\N,\N,\N
1284,1284,FRIDAY,11:30:00,13:00:00,R084,\N,\N,\N,\N
1285,1285,MONDAY,14:30:00,16:00:00,R085,\N,\N,\N,\N
1286,1286,TUESDAY,10:00:00,11:30:00,R086,\N,\N,\N,\N
1287,1287,WEDNESDAY,14:30:00,16:00:00,R087,\N,\N,\N,\N
1288,1288,THURSDAY,11:00:00,12:30:00,R088,\N,\N,\N,\N
1289,1289,FRIDAY,14:30:00,16:00:00,R089,\N,\N,\N,\N
1290,1290,MONDAY,10:30:00,12:00:00,R090,\N,\N,\N,\N
1291,1291,TUESDAY,15:30:00,17:00:00,R091,\N,\N,\N,\N
1292,1292,WEDNESDAY,14:30:00,16:00:00,R092,\N,\N,\N,\N
1293,1293,THURSDAY,14:30:00,16:00:00,R093,\N,\N,\N,\N
1294,1294,FRIDAY,13:30:00,15:00:00,R094,\N,\N,\N,\N
1295,1295,MONDAY,10:30:00,12:00:00,R095,\N,\N,\N,\N
1296,1296,TUESDAY,14:00:00,15:30:00,R096,\N,\N,\N,\N
1297,1297,WEDNESDAY,14:00:00,15:30:00,R097,\N,\N,\N,\N
1298,1298,THURSDAY,14:30:00,16:00:00,R098,\N,\N,\N,\N
1299,1299,FRIDAY,10:30:00,12:00:00,R099,\N,\N,\N,\N
1300,1300,MONDAY,12:00:00,13:30:00,R100,\N,\N,\N,\N
1301,1301,TUESDAY,12:30:00,14:00:00,R101,\N,\N,\N,\N
1302,1302,WEDNESDAY,14:00:00,15:30:00,R102,\N,\N,\N,\N
1303,1303,THURSDAY,10:00:00,11:30:00,R103,\N,\N,\N,\N
1304,1304,FRIDAY,15:00:00,16:30:00,R104,\N,\N,\N,\N
1305,1305,MONDAY,13:00:00,14:30:00,R105,\N,\N,\N,\N
1306,1306,TUESDAY,11:30:00,13:00:00,R106,\N,\N,\N,\N
1307,1307,WEDNESDAY,11:30:00,13:00:00,R107,\N,\N,\N,\N
1308,1308,THURSDAY,14:00:00,15:30:00,R108,\N,\N,\N,\N
1309,1309,FRIDAY,10:00:00,11:30:00,R109,\N,\N,\N,\N
1310,1310,MONDAY,10:00:00,11:30:00,R110,\N,\N,\N,\N
1311,1311,TUESDAY,14:00:00,15:30:00,R111,\N,\N,\N,\N
1312,1312,WEDNESDAY,14:30:00,16:00:00,R112,\N,\N,\N,\N
1313,1313,THURSDAY,14:30:00,16:00:00,R113,\N,\N,\N,\N
