id,title,capacity,current_count,version,created_by,created_date,last_modified_by,last_modified_date
536,Course 0536,100,0,0,\N,\N,\N,\N
537,Course 0537,100,0,0,\N,\N,\N,\N
538,Course 0538,100,0,0,\N,\N,\N,\N
539,Course 0539,100,0,0,\N,\N,\N,\N
540,Course 0540,100,0,0,\N,\N,\N,\N
541,Course 0541,100,0,0,\N,\N,\N,\N
542,Course 0542,100,0,0,\N,\N,\N,\N
543,Course 0543,100,0,0,\N,\N,\N,\N
544,Course 0544,100,0,0,\N,\N,\N,\N
545,Course 0545,100,0,0,\N,\N,\N,\N
546,Course 0546,100,0,0,\N,\N,\N,\N
547,Course 0547,100,0,0,\N,\N,\N,\N
548,Course 0548,100,0,0,\N,\N,\N,\N
549,Course 0549,100,0,0,\N,\N,\N,\N
550,Course 0550,100,0,0,\N,\N,\N,\N
551,Course 0551,100,0,0,\N,\N,\N,\N
552,Course 0552,100,0,0,\N,\N,\N,\N
553,Course 0553,100,0,0,\N,\N,\N,\N
554,Course 0554,100,0,0,\N,\N,\N,\N
555,Course 0555,100,0,0,\N,\N,\N,\N
556,Course 0556,100,0,0,\N,\N,\N,\N
557,Course 0557,100,0,0,\N,\N,\N,\N
558,Course 0558,100,0,0,\N,\N,\N,\N
559,Course 0559,100,0,0,\N,\N,\N,\N
560,Course 0560,100,0,0,\N,\N,\N,\N
561,Course 0561,100,0,0,\N,\N,\N,\N
562,Course 0562,100,0,0,\N,\N,\N,\N
563,Course 0563,100,0,0,\N,\N,\N,\N
564,Course 0564,100,0,0,\N,\N,\N,\N
565,Course 0565,100,0,0,\N,\N,\N,\N
566,Course 0566,100,0,0,\N,\N,\N,\N
567,Course 0567,100,0,0,\N,\N,\N,\N
568,Course 0568,100,0,0,\N,\N,\N,\N
569,Course 0569,100,0,0,\N,\N,\N,\N
570,Course 0570,100,0,0,\N,\N,\N,\N
571,Course 0571,100,0,0,\N,\N,\N,\N
572,Course 0572,100,0,0,\N,\N,\N,\N
573,Course 0573,100,0,0,\N,\N,\N,\N
574,Course 0574,100,0,0,\N,\N,\N,\N
575,Course 0575,100,0,0,\N,\N,\N,\N
576,Course 0576,100,0,0,\N,\N,\N,\N
577,Course 0577,100,0,0,\N,\N,\N,\N
578,Course 0578,100,0,0,\N,\N,\N,\N
579,Course 0579,100,0,0,\N,\N,\N,\N
580,Course 0580,100,0,0,\N,\N,\N,\N
581,Course 0581,100,0,0,\N,\N,\N,\N
582,Course 0582,100,0,0,\N,\N,\N,\N
583,Course 0583,100,0,0,\N,\N,\N,\N
584,Course 0584,100,0,0,\N,\N,\N,\N
585,Course 0585,100,0,0,\N,\N,\N,\N
586,Course 0586,100,0,0,\N,\N,\N,\N
587,Course 0587,100,0,0,\N,\N,\N,\N
588,Course 0588,100,0,0,\N,\N,\N,\N
589,Course 0589,100,0,0,\N,\N,\N,\N
590,Course 0590,100,0,0,\N,\N,\N,\N
591,Course 0591,100,0,0,\N,\N,\N,\N
592,Course 0592,100,0,0,\N,\N,\N,\N
593,Course 0593,100,0,0,\N,\N,\N,\N
594,Course 0594,100,0,0,\N,\N,\N,\N
595,Course 0595,100,0,0,\N,\N,\N,\N
596,Course 0596,100,0,0,\N,\N,\N,\N
597,Course 0597,100,0,0,\N,\N,\N,\N
598,Course 0598,100,0,0,\N,\N,\N,\N
599,Course 0599,100,0,0,\N,\N,\N,\N
600,Course 0600,100,0,0,\N,\N,\N,\N
601,Course 0601,100,0,0,\N,\N,\N,\N
602,Course 0602,100,0,0,\N,\N,\N,\N
603,Course 0603,100,0,0,\N,\N,\N,\N
604,Course 0604,100,0,0,\N,\N,\N,\N
605,Course 0605,100,0,0,\N,\N,\N,\N
606,Course 0606,100,0,0,\N,\N,\N,\N
607,Course 0607,100,0,0,\N,\N,\N,\N
608,Course 0608,100,0,0,\N,\N,\N,\N
609,Course 0609,100,0,0,\N,\N,\N,\N
610,Course 0610,100,0,0,\N,\N,\N,\N
611,Course 0611,100,0,0,\N,\N,\N,\N
612,Course 0612,100,0,0,\N,\N,\N,\N
613,Course 0613,100,0,0,\N,\N,\N,\N
614,Course 0614,100,0,0,\N,\N,\N,\N
615,Course 0615,100,0,0,\N,\N,\N,\N
616,Course 0616,100,0,0,\N,\N,\N,\N
617,Course 0617,100,0,0,\N,\N,\N,\N
618,Course 0618,100,0,0,\N,\N,\N,\N
619,Course 0619,100,0,0,\N,\N,\N,\N
620,Course 0620,100,0,0,\N,\N,\N,\N
621,Course 0621,100,0,0,\N,\N,\N,\N
622,Course 0622,100,0,0,\N,\N,\N,\N
623,Course 0623,100,0,0,\N,\N,\N,\N
624,Course 0624,100,0,0,\N,\N,\N,\N
625,Course 0625,100,0,0,\N,\N,\N,\N
626,Course 0626,100,0,0,\N,\N,\N,\N
627,Course 0627,100,0,0,\N,\N,\N,\N
628,Course 0628,100,0,0,\N,\N,\N,\N
629,Course 0629,100,0,0,\N,\N,\N,\N
630,Course 0630,100,0,0,\N,\N,\N,\N
631,Course 0631,100,0,0,\N,\N,\N,\N
632,Course 0632,100,0,0,\N,\N,\N,\N
633,Course 0633,100,0,0,\N,\N,\N,\N
634,Course 0634,100,0,0,\N,\N,\N,\N
635,Course 0635,100,0,0,\N,\N,\N,\N
636,Course 0636,100,0,0,\N,\N,\N,\N
637,Course 0637,100,0,0,\N,\N,\N,\N
638,Course 0638,100,0,0,\N,\N,\N,\N
639,Course 0639,100,0,0,\N,\N,\N,\N
640,Course 0640,100,0,0,\N,\N,\N,\N
641,Course 0641,100,0,0,\N,\N,\N,\N
642,Course 0642,100,0,0,\N,\N,\N,\N
643,Course 0643,100,0,0,\N,\N,\N,\N
644,Course 0644,100,0,0,\N,\N,\N,\N
645,Course 0645,100,0,0,\N,\N,\N,\N
646,Course 0646,100,0,0,\N,\N,\N,\N
647,Course 0647,100,0,0,\N,\N,\N,\N
648,Course 0648,100,0,0,\N,\N,\N,\N
649,Course 0649,100,0,0,\N,\N,\N,\N
650,Course 0650,100,0,0,\N,\N,\N,\N
651,Course 0651,100,0,0,\N,\N,\N,\N
652,Course 0652,100,0,0,\N,\N,\N,\N
653,Course 0653,100,0,0,\N,\N,\N,\N
654,Course 0654,100,0,0,\N,\N,\N,\N
655,Course 0655,100,0,0,\N,\N,\N,\N
656,Course 0656,100,0,0,\N,\N,\N,\N
657,Course 0657,100,0,0,\N,\N,\N,\N
658,Course 0658,100,0,0,\N,\N,\N,\N
659,Course 0659,100,0,0,\N,\N,\N,\N
660,Course 0660,100,0,0,\N,\N,\N,\N
661,Course 0661,100,0,0,\N,\N,\N,\N
662,Course 0662,100,0,0,\N,\N,\N,\N
663,Course 0663,100,0,0,\N,\N,\N,\N
664,Course 0664,100,0,0,\N,\N,\N,\N
665,Course 0665,100,0,0,\N,\N,\N,\N
666,Course 0666,100,0,0,\N,\N,\N,\N
667,Course 0667,100,0,0,\N,\N,\N,\N
668,Course 0668,100,0,0,\N,\N,\N,\N
669,Course 0669,100,0,0,\N,\N,\N,\N
670,Course 0670,100,0,0,\N,\N,\N,\N
671,Course 0671,100,0,0,\N,\N,\N,\N
672,Course 0672,100,0,0,\N,\N,\N,\N
673,Course 0673,100,0,0,\N,\N,\N,\N
674,Course 0674,100,0,0,\N,\N,\N,\N
675,Course 0675,100,0,0,\N,\N,\N,\N
676,Course 0676,100,0,0,\N,\N,\N,\N
677,Course 0677,100,0,0,\N,\N,\N,\N
678,Course 0678,100,0,0,\N,\N,\N,\N
679,Course 0679,100,0,0,\N,\N,\N,\N
680,Course 0680,100,0,0,\N,\N,\N,\N
681,Course 0681,100,0,0,\N,\N,\N,\N
682,Course 0682,100,0,0,\N,\N,\N,\N
683,Course 0683,100,0,0,\N,\N,\N,\N
684,Course 0684,100,0,0,\N,\N,\N,\N
685,Course 0685,100,0,0,\N,\N,\N,\N
686,Course 0686,100,0,0,\N,\N,\N,\N
687,Course 0687,100,0,0,\N,\N,\N,\N
688,Course 0688,100,0,0,\N,\N,\N,\N
689,Course 0689,100,0,0,\N,\N,\N,\N
690,Course 0690,100,0,0,\N,\N,\N,\N
691,Course 0691,100,0,0,\N,\N,\N,\N
692,Course 0692,100,0,0,\N,\N,\N,\N
693,Course 0693,100,0,0,\N,\N,\N,\N
694,Course 0694,100,0,0,\N,\N,\N,\N
695,Course 0695,100,0,0,\N,\N,\N,\N
696,Course 0696,100,0,0,\N,\N,\N,\N
697,Course 0697,100,0,0,\N,\N,\N,\N
698,Course 0698,100,0,0,\N,\N,\N,\N
699,Course 0699,100,0,0,\N,\N,\N,\N
700,Course 0700,100,0,0,\N,\N,\N,\N
701,Course 0701,100,0,0,\N,\N,\N,\N
702,Course 0702,100,0,0,\N,\N,\N,\N
703,Course 0703,100,0,0,\N,\N,\N,\N
704,Course 0704,100,0,0,\N,\N,\N,\N
705,Course 0705,100,0,0,\N,\N,\N,\N
706,Course 0706,100,0,0,\N,\N,\N,\N
707,Course 0707,100,0,0,\N,\N,\N,\N
708,Course 0708,100,0,0,\N,\N,\N,\N
709,Course 0709,100,0,0,\N,\N,\N,\N
710,Course 0710,100,0,0,\N,\N,\N,\N
711,Course 0711,100,0,0,\N,\N,\N,\N
712,Course 0712,100,0,0,\N,\N,\N,\N
713,Course 0713,100,0,0,\N,\N,\N,\N
714,Course 0714,100,0,0,\N,\N,\N,\N
715,Course 0715,100,0,0,\N,\N,\N,\N
716,Course 0716,100,0,0,\N,\N,\N,\N
717,Course 0717,100,0,0,\N,\N,\N,\N
718,Course 0718,100,0,0,\N,\N,\N,\N
719,Course 0719,100,0,0,\N,\N,\N,\N
720,Course 0720,100,0,0,\N,\N,\N,\N
721,Course 0721,100,0,0,\N,\N,\N,\N
722,Course 0722,100,0,0,\N,\N,\N,\N
723,Course 0723,100,0,0,\N,\N,\N,\N
724,Course 0724,100,0,0,\N,\N,\N,\N
725,Course 0725,100,0,0,\N,\N,\N,\N
726,Course 0726,100,0,0,\N,\N,\N,\N
727,Course 0727,100,0,0,\N,\N,\N,\N
728,Course 0728,100,0,0,\N,\N,\N,\N
729,Course 0729,100,0,0,\N,\N,\N,\N
730,Course 0730,100,0,0,\N,\N,\N,\N
731,Course 0731,100,0,0,\N,\N,\N,\N
732,Course 0732,100,0,0,\N,\N,\N,\N
733,Course 0733,100,0,0,\N,\N,\N,\N
734,Course 0734,100,0,0,\N,\N,\N,\N
735,Course 0735,100,0,0,\N,\N,\N,\N
736,Course 0736,100,0,0,\N,\N,\N,\N
737,Course 0737,100,0,0,\N,\N,\N,\N
738,Course 0738,100,0,0,\N,\N,\N,\N
739,Course 0739,100,0,0,\N,\N,\N,\N
740,Course 0740,100,0,0,\N,\N,\N,\N
741,Course 0741,100,0,0,\N,\N,\N,\N
742,Course 0742,100,0,0,\N,\N,\N,\N
743,Course 0743,100,0,0,\N,\N,\N,\N
744,Course 0744,100,0,0,\N,\N,\N,\N
745,Course 0745,100,0,0,\N,\N,\N,\N
746,Course 0746,100,0,0,\N,\N,\N,\N
747,Course 0747,100,0,0,\N,\N,\N,\N
748,Course 0748,100,0,0,\N,\N,\N,\N
749,Course 0749,100,0,0,\N,\N,\N,\N
750,Course 0750,100,0,0,\N,\N,\N,\N
751,Course 0751,100,0,0,\N,\N,\N,\N
752,Course 0752,100,0,0,\N,\N,\N,\N
753,Course 0753,100,0,0,\N,\N,\N,\N
754,Course 0754,100,0,0,\N,\N,\N,\N
755,Course 0755,100,0,0,\N,\N,\N,\N
756,Course 0756,100,0,0,\N,\N,\N,\N
757,Course 0757,100,0,0,\N,\N,\N,\N
758,Course 0758,100,0,0,\N,\N,\N,\N
759,Course 0759,100,0,0,\N,\N,\N,\N
760,Course 0760,100,0,0,\N,\N,\N,\N
761,Course 0761,100,0,0,\N,\N,\N,\N
762,Course 0762,100,0,0,\N,\N,\N,\N
763,Course 0763,100,0,0,\N,\N,\N,\N
764,Course 0764,100,0,0,\N,\N,\N,\N
765,Course 0765,100,0,0,\N,\N,\N,\N
766,Course 0766,100,0,0,\N,\N,\N,\N
767,Course 0767,100,0,0,\N,\N,\N,\N
768,Course 0768,100,0,0,\N,\N,\N,\N
769,Course 0769,100,0,0,\N,\N,\N,\N
770,Course 0770,100,0,0,\N,\N,\N,\N
771,Course 0771,100,0,0,\N,\N,\N,\N
772,Course 0772,100,0,0,\N,\N,\N,\N
773,Course 0773,100,0,0,\N,\N,\N,\N
774,Course 0774,100,0,0,\N,\N,\N,\N
775,Course 0775,100,0,0,\N,\N,\N,\N
776,Course 0776,100,0,0,\N,\N,\N,\N
777,Course 0777,100,0,0,\N,\N,\N,\N
778,Course 0778,100,0,0,\N,\N,\N,\N
779,Course 0779,100,0,0,\N,\N,\N,\N
780,Course 0780,100,0,0,\N,\N,\N,\N
781,Course 0781,100,0,0,\N,\N,\N,\N
782,Course 0782,100,0,0,\N,\N,\N,\N
783,Course 0783,100,0,0,\N,\N,\N,\N
784,Course 0784,100,0,0,\N,\N,\N,\N
785,Course 0785,100,0,0,\N,\N,\N,\N
786,Course 0786,100,0,0,\N,\N,\N,\N
787,Course 0787,100,0,0,\N,\N,\N,\N
788,Course 0788,100,0,0,\N,\N,\N,\N
789,Course 0789,100,0,0,\N,\N,\N,\N
790,Course 0790,100,0,0,\N,\N,\N,\N
791,Course 0791,100,0,0,\N,\N,\N,\N
792,Course 0792,100,0,0,\N,\N,\N,\N
793,Course 0793,100,0,0,\N,\N,\N,\N
794,Course 0794,100,0,0,\N,\N,\N,\N
795,Course 0795,100,0,0,\N,\N,\N,\N
796,Course 0796,100,0,0,\N,\N,\N,\N
797,Course 0797,100,0,0,\N,\N,\N,\N
798,Course 0798,100,0,0,\N,\N,\N,\N
799,Course 0799,100,0,0,\N,\N,\N,\N
800,Course 0800,100,0,0,\N,\N,\N,\N
801,Course 0801,100,0,0,\N,\N,\N,\N
802,Course 0802,100,0,0,\N,\N,\N,\N
803,Course 0803,100,0,0,\N,\N,\N,\N
804,Course 0804,100,0,0,\N,\N,\N,\N
805,Course 0805,100,0,0,\N,\N,\N,\N
806,Course 0806,100,0,0,\N,\N,\N,\N
807,Course 0807,100,0,0,\N,\N,\N,\N
808,Course 0808,100,0,0,\N,\N,\N,\N
809,Course 0809,100,0,0,\N,\N,\N,\N
810,Course 0810,100,0,0,\N,\N,\N,\N
811,Course 0811,100,0,0,\N,\N,\N,\N
812,Course 0812,100,0,0,\N,\N,\N,\N
813,Course 0813,100,0,0,\N,\N,\N,\N
814,Course 0814,100,0,0,\N,\N,\N,\N
815,Course 0815,100,0,0,\N,\N,\N,\N
816,Course 0816,100,0,0,\N,\N,\N,\N
817,Course 0817,100,0,0,\N,\N,\N,\N
818,Course 0818,100,0,0,\N,\N,\N,\N
819,Course 0819,100,0,0,\N,\N,\N,\N
820,Course 0820,100,0,0,\N,\N,\N,\N
821,Course 0821,100,0,0,\N,\N,\N,\N
822,Course 0822,100,0,0,\N,\N,\N,\N
823,Course 0823,100,0,0,\N,\N,\N,\N
824,Course 0824,100,0,0,\N,\N,\N,\N
825,Course 0825,100,0,0,\N,\N,\N,\N
826,Course 0826,100,0,0,\N,\N,\N,\N
827,Course 0827,100,0,0,\N,\N,\N,\N
828,Course 0828,100,0,0,\N,\N,\N,\N
829,Course 0829,100,0,0,\N,\N,\N,\N
830,Course 0830,100,0,0,\N,\N,\N,\N
831,Course 0831,100,0,0,\N,\N,\N,\N
832,Course 0832,100,0,0,\N,\N,\N,\N
833,Course 0833,100,0,0,\N,\N,\N,\N
834,Course 0834,100,0,0,\N,\N,\N,\N
835,Course 0835,100,0,0,\N,\N,\N,\N
836,Course 0836,100,0,0,\N,\N,\N,\N
837,Course 0837,100,0,0,\N,\N,\N,\N
838,Course 0838,100,0,0,\N,\N,\N,\N
839,Course 0839,100,0,0,\N,\N,\N,\N
840,Course 0840,100,0,0,\N,\N,\N,\N
841,Course 0841,100,0,0,\N,\N,\N,\N
842,Course 0842,100,0,0,\N,\N,\N,\N
843,Course 0843,100,0,0,\N,\N,\N,\N
844,Course 0844,100,0,0,\N,\N,\N,\N
845,Course 0845,100,0,0,\N,\N,\N,\N
846,Course 0846,100,0,0,\N,\N,\N,\N
847,Course 0847,100,0,0,\N,\N,\N,\N
848,Course 0848,100,0,0,\N,\N,\N,\N
849,Course 0849,100,0,0,\N,\N,\N,\N
850,Course 0850,100,0,0,\N,\N,\N,\N
851,Course 0851,100,0,0,\N,\N,\N,\N
852,Course 0852,100,0,0,\N,\N,\N,\N
853,Course 0853,100,0,0,\N,\N,\N,\N
854,Course 0854,100,0,0,\N,\N,\N,\N
855,Course 0855,100,0,0,\N,\N,\N,\N
856,Course 0856,100,0,0,\N,\N,\N,\N
857,Course 0857,100,0,0,\N,\N,\N,\N
858,Course 0858,100,0,0,\N,\N,\N,\N
859,Course 0859,100,0,0,\N,\N,\N,\N
860,Course 0860,100,0,0,\N,\N,\N,\N
861,Course 0861,100,0,0,\N,\N,\N,\N
862,Course 0862,100,0,0,\N,\N,\N,\N
863,Course 0863,100,0,0,\N,\N,\N,\N
864,Course 0864,100,0,0,\N,\N,\N,\N
865,Course 0865,100,0,0,\N,\N,\N,\N
866,Course 0866,100,0,0,\N,\N,\N,\N
867,Course 0867,100,0,0,\N,\N,\N,\N
868,Course 0868,100,0,0,\N,\N,\N,\N
869,Course 0869,100,0,0,\N,\N,\N,\N
870,Course 0870,100,0,0,\N,\N,\N,\N
871,Course 0871,100,0,0,\N,\N,\N,\N
872,Course 0872,100,0,0,\N,\N,\N,\N
873,Course 0873,100,0,0,\N,\N,\N,\N
874,Course 0874,100,0,0,\N,\N,\N,\N
875,Course 0875,100,0,0,\N,\N,\N,\N
876,Course 0876,100,0,0,\N,\N,\N,\N
877,Course 0877,100,0,0,\N,\N,\N,\N
878,Course 0878,100,0,0,\N,\N,\N,\N
879,Course 0879,100,0,0,\N,\N,\N,\N
880,Course 0880,100,0,0,\N,\N,\N,\N
881,Course 0881,100,0,0,\N,\N,\N,\N
882,Course 0882,100,0,0,\N,\N,\N,\N
883,Course 0883,100,0,0,\N,\N,\N,\N
884,Course 0884,100,0,0,\N,\N,\N,\N
885,Course 0885,100,0,0,\N,\N,\N,\N
886,Course 0886,100,0,0,\N,\N,\N,\N
887,Course 0887,100,0,0,\N,\N,\N,\N
888,Course 0888,100,0,0,\N,\N,\N,\N
889,Course 0889,100,0,0,\N,\N,\N,\N
890,Course 0890,100,0,0,\N,\N,\N,\N
891,Course 0891,100,0,0,\N,\N,\N,\N
892,Course 0892,100,0,0,\N,\N,\N,\N
893,Course 0893,100,0,0,\N,\N,\N,\N
894,Course 0894,100,0,0,\N,\N,\N,\N
895,Course 0895,100,0,0,\N,\N,\N,\N
896,Course 0896,100,0,0,\N,\N,\N,\N
897,Course 0897,100,0,0,\N,\N,\N,\N
898,Course 0898,100,0,0,\N,\N,\N,\N
899,Course 0899,100,0,0,\N,\N,\N,\N
900,Course 0900,100,0,0,\N,\N,\N,\N
901,Course 0901,100,0,0,\N,\N,\N,\N
902,Course 0902,100,0,0,\N,\N,\N,\N
903,Course 0903,100,0,0,\N,\N,\N,\N
904,Course 0904,100,0,0,\N,\N,\N,\N
905,Course 0905,100,0,0,\N,\N,\N,\N
906,Course 0906,100,0,0,\N,\N,\N,\N
907,Course 0907,100,0,0,\N,\N,\N,\N
908,Course 0908,100,0,0,\N,\N,\N,\N
909,Course 0909,100,0,0,\N,\N,\N,\N
910,Course 0910,100,0,0,\N,\N,\N,\N
911,Course 0911,100,0,0,\N,\N,\N,\N
912,Course 0912,100,0,0,\N,\N,\N,\N
913,Course 0913,100,0,0,\N,\N,\N,\N
914,Course 0914,100,0,0,\N,\N,\N,\N
915,Course 0915,100,0,0,\N,\N,\N,\N
916,Course 0916,100,0,0,\N,\N,\N,\N
917,Course 0917,100,0,0,\N,\N,\N,\N
918,Course 0918,100,0,0,\N,\N,\N,\N
919,Course 0919,100,0,0,\N,\N,\N,\N
920,Course 0920,100,0,0,\N,\N,\N,\N
921,Course 0921,100,0,0,\N,\N,\N,\N
922,Course 0922,100,0,0,\N,\N,\N,\N
923,Course 0923,100,0,0,\N,\N,\N,\N
924,Course 0924,100,0,0,\N,\N,\N,\N
925,Course 0925,100,0,0,\N,\N,\N,\N
926,Course 0926,100,0,0,\N,\N,\N,\N
927,Course 0927,100,0,0,\N,\N,\N,\N
928,Course 0928,100,0,0,\N,\N,\N,\N
929,Course 0929,100,0,0,\N,\N,\N,\N
930,Course 0930,100,0,0,\N,\N,\N,\N
931,Course 0931,100,0,0,\N,\N,\N,\N
932,Course 0932,100,0,0,\N,\N,\N,\N
933,Course 0933,100,0,0,\N,\N,\N,\N
934,Course 0934,100,0,0,\N,\N,\N,\N
935,Course 0935,100,0,0,\N,\N,\N,\N
936,Course 0936,100,0,0,\N,\N,\N,\N
937,Course 0937,100,0,0,\N,\N,\N,\N
938,Course 0938,100,0,0,\N,\N,\N,\N
939,Course 0939,100,0,0,\N,\N,\N,\N
940,Course 0940,100,0,0,\N,\N,\N,\N
941,Course 0941,100,0,0,\N,\N,\N,\N
942,Course 0942,100,0,0,\N,\N,\N,\N
943,Course 0943,100,0,0,\N,\N,\N,\N
944,Course 0944,100,0,0,\N,\N,\N,\N
945,Course 0945,100,0,0,\N,\N,\N,\N
946,Course 0946,100,0,0,\N,\N,\N,\N
947,Course 0947,100,0,0,\N,\N,\N,\N
948,Course 0948,100,0,0,\N,\N,\N,\N
949,Course 0949,100,0,0,\N,\N,\N,\N
950,Course 0950,100,0,0,\N,\N,\N,\N
951,Course 0951,100,0,0,\N,\N,\N,\N
952,Course 0952,100,0,0,\N,\N,\N,\N
953,Course 0953,100,0,0,\N,\N,\N,\N
954,Course 0954,100,0,0,\N,\N,\N,\N
955,Course 0955,100,0,0,\N,\N,\N,\N
956,Course 0956,100,0,0,\N,\N,\N,\N
957,Course 0957,100,0,0,\N,\N,\N,\N
958,Course 0958,100,0,0,\N,\N,\N,\N
959,Course 0959,100,0,0,\N,\N,\N,\N
960,Course 0960,100,0,0,\N,\N,\N,\N
961,Course 0961,100,0,0,\N,\N,\N,\N
962,Course 0962,100,0,0,\N,\N,\N,\N
963,Course 0963,100,0,0,\N,\N,\N,\N
964,Course 0964,100,0,0,\N,\N,\N,\N
965,Course 0965,100,0,0,\N,\N,\N,\N
966,Course 0966,100,0,0,\N,\N,\N,\N
967,Course 0967,100,0,0,\N,\N,\N,\N
968,Course 0968,100,0,0,\N,\N,\N,\N
969,Course 0969,100,0,0,\N,\N,\N,\N
970,Course 0970,100,0,0,\N,\N,\N,\N
971,Course 0971,100,0,0,\N,\N,\N,\N
972,Course 0972,100,0,0,\N,\N,\N,\N
973,Course 0973,100,0,0,\N,\N,\N,\N
974,Course 0974,100,0,0,\N,\N,\N,\N
975,Course 0975,100,0,0,\N,\N,\N,\N
976,Course 0976,100,0,0,\N,\N,\N,\N
977,Course 0977,100,0,0,\N,\N,\N,\N
978,Course 0978,100,0,0,\N,\N,\N,\N
979,Course 0979,100,0,0,\N,\N,\N,\N
980,Course 0980,100,0,0,\N,\N,\N,\N
981,Course 0981,100,0,0,\N,\N,\N,\N
982,Course 0982,100,0,0,\N,\N,\N,\N
983,Course 0983,100,0,0,\N,\N,\N,\N
984,Course 0984,100,0,0,\N,\N,\N,\N
985,Course 0985,100,0,0,\N,\N,\N,\N
986,Course 0986,100,0,0,\N,\N,\N,\N
987,Course 0987,100,0,0,\N,\N,\N,\N
988,Course 0988,100,0,0,\N,\N,\N,\N
989,Course 0989,100,0,0,\N,\N,\N,\N
990,Course 0990,100,0,0,\N,\N,\N,\N
991,Course 0991,100,0,0,\N,\N,\N,\N
992,Course 0992,100,0,0,\N,\N,\N,\N
993,Course 0993,100,0,0,\N,\N,\N,\N
994,Course 0994,100,0,0,\N,\N,\N,\N
995,Course 0995,100,0,0,\N,\N,\N,\N
996,Course 0996,100,0,0,\N,\N,\N,\N
997,Course 0997,100,0,0,\N,\N,\N,\N
998,Course 0998,100,0,0,\N,\N,\N,\N
999,Course 0999,100,0,0,\N,\N,\N,\N
1000,Course 1000,100,0,0,\N,\N,\N,\N
1001,Course 1001,100,0,0,\N,\N,\N,\N
1002,Course 1002,100,0,0,\N,\N,\N,\N
1003,Course 1003,100,0,0,\N,\N,\N,\N
1004,Course 1004,100,0,0,\N,\N,\N,\N
1005,Course 1005,100,0,0,\N,\N,\N,\N
1006,Course 1006,100,0,0,\N,\N,\N,\N
1007,Course 1007,100,0,0,\N,\N,\N,\N
1008,Course 1008,100,0,0,\N,\N,\N,\N
1009,Course 1009,100,0,0,\N,\N,\N,\N
1010,Course 1010,100,0,0,\N,\N,\N,\N
1011,Course 1011,100,0,0,\N,\N,\N,\N
1012,Course 1012,100,0,0,\N,\N,\N,\N
1013,Course 1013,100,0,0,\N,\N,\N,\N
1014,Course 1014,100,0,0,\N,\N,\N,\N
1015,Course 1015,100,0,0,\N,\N,\N,\N
1016,Course 1016,100,0,0,\N,\N,\N,\N
1017,Course 1017,100,0,0,\N,\N,\N,\N
1018,Course 1018,100,0,0,\N,\N,\N,\N
1019,Course 1019,100,0,0,\N,\N,\N,\N
1020,Course 1020,100,0,0,\N,\N,\N,\N
1021,Course 1021,100,0,0,\N,\N,\N,\N
1022,Course 1022,100,0,0,\N,\N,\N,\N
1023,Course 1023,100,0,0,\N,\N,\N,\N
1024,Course 1024,100,0,0,\N,\N,\N,\N
1025,Course 1025,100,0,0,\N,\N,\N,\N
1026,Course 1026,100,0,0,\N,\N,\N,\N
1027,Course 1027,100,0,0,\N,\N,\N,\N
1028,Course 1028,100,0,0,\N,\N,\N,\N
1029,Course 1029,100,0,0,\N,\N,\N,\N
1030,Course 1030,100,0,0,\N,\N,\N,\N
1031,Course 1031,100,0,0,\N,\N,\N,\N
1032,Course 1032,100,0,0,\N,\N,\N,\N
1033,Course 1033,100,0,0,\N,\N,\N,\N
1034,Course 1034,100,0,0,\N,\N,\N,\N
1035,Course 1035,100,0,0,\N,\N,\N,\N
1036,Course 1036,100,0,0,\N,\N,\N,\N
1037,Course 1037,100,0,0,\N,\N,\N,\N
1038,Course 1038,100,0,0,\N,\N,\N,\N
1039,Course 1039,100,0,0,\N,\N,\N,\N
1040,Course 1040,100,0,0,\N,\N,\N,\N
1041,Course 1041,100,0,0,\N,\N,\N,\N
1042,Course 1042,100,0,0,\N,\N,\N,\N
1043,Course 1043,100,0,0,\N,\N,\N,\N
1044,Course 1044,100,0,0,\N,\N,\N,\N
1045,Course 1045,100,0,0,\N,\N,\N,\N
1046,Course 1046,100,0,0,\N,\N,\N,\N
1047,Course 1047,100,0,0,\N,\N,\N,\N
1048,Course 1048,100,0,0,\N,\N,\N,\N
1049,Course 1049,100,0,0,\N,\N,\N,\N
1050,Course 1050,100,0,0,\N,\N,\N,\N
1051,Course 1051,100,0,0,\N,\N,\N,\N
1052,Course 1052,100,0,0,\N,\N,\N,\N
1053,Course 1053,100,0,0,\N,\N,\N,\N
1054,Course 1054,100,0,0,\N,\N,\N,\N
1055,Course 1055,100,0,0,\N,\N,\N,\N
1056,Course 1056,100,0,0,\N,\N,\N,\N
1057,Course 1057,100,0,0,\N,\N,\N,\N
1058,Course 1058,100,0,0,\N,\N,\N,\N
1059,Course 1059,100,0,0,\N,\N,\N,\N
1060,Course 1060,100,0,0,\N,\N,\N,\N
1061,Course 1061,100,0,0,\N,\N,\N,\N
1062,Course 1062,100,0,0,\N,\N,\N,\N
1063,Course 1063,100,0,0,\N,\N,\N,\N
1064,Course 1064,100,0,0,\N,\N,\N,\N
1065,Course 1065,100,0,0,\N,\N,\N,\N
1066,Course 1066,100,0,0,\N,\N,\N,\N
1067,Course 1067,100,0,0,\N,\N,\N,\N
1068,Course 1068,100,0,0,\N,\N,\N,\N
1069,Course 1069,100,0,0,\N,\N,\N,\N
