id,course_id,pre_course_id,department_id,created_by,created_date,last_modified_by,last_modified_date
652,3255,3252,12,\N,\N,\N,\N
653,3260,3256,13,\N,\N,\N,\N
654,3265,3260,14,\N,\N,\N,\N
655,3270,3264,15,\N,\N,\N,\N
656,3275,3268,16,\N,\N,\N,\N
657,3280,3272,17,\N,\N,\N,\N
658,3285,3276,18,\N,\N,\N,\N
659,3290,3280,19,\N,\N,\N,\N
660,3295,3284,20,\N,\N,\N,\N
661,3300,3288,21,\N,\N,\N,\N
662,3305,3292,22,\N,\N,\N,\N
663,3310,3296,23,\N,\N,\N,\N
664,3315,3300,24,\N,\N,\N,\N
665,3320,3304,25,\N,\N,\N,\N
666,3325,3308,26,\N,\N,\N,\N
667,3330,3312,27,\N,\N,\N,\N
668,3335,3316,28,\N,\N,\N,\N
669,3340,3320,29,\N,\N,\N,\N
670,3345,3324,30,\N,\N,\N,\N
671,3350,3328,31,\N,\N,\N,\N
672,3355,3332,32,\N,\N,\N,\N
673,3360,3336,33,\N,\N,\N,\N
674,3365,3340,34,\N,\N,\N,\N
675,3370,3344,35,\N,\N,\N,\N
676,3375,3348,36,\N,\N,\N,\N
677,3380,3352,37,\N,\N,\N,\N
678,3385,3356,38,\N,\N,\N,\N
679,3390,3360,39,\N,\N,\N,\N
680,3395,3364,40,\N,\N,\N,\N
681,3400,3368,41,\N,\N,\N,\N
682,3405,3372,42,\N,\N,\N,\N
683,3410,3376,43,\N,\N,\N,\N
684,3415,3380,44,\N,\N,\N,\N
685,3420,3384,45,\N,\N,\N,\N
686,3425,3388,46,\N,\N,\N,\N
687,3430,3392,47,\N,\N,\N,\N
688,3435,3396,48,\N,\N,\N,\N
689,3440,3400,49,\N,\N,\N,\N
690,3445,3404,50,\N,\N,\N,\N
691,3450,3408,51,\N,\N,\N,\N
692,3455,3412,52,\N,\N,\N,\N
693,3460,3416,53,\N,\N,\N,\N
694,3465,3420,54,\N,\N,\N,\N
695,3470,3424,55,\N,\N,\N,\N
696,3475,3428,56,\N,\N,\N,\N
697,3480,3432,57,\N,\N,\N,\N
698,3485,3436,58,\N,\N,\N,\N
699,3490,3440,59,\N,\N,\N,\N
700,3495,3494,60,\N,\N,\N,\N
701,3500,3498,61,\N,\N,\N,\N
702,3505,3502,62,\N,\N,\N,\N
703,3510,3506,63,\N,\N,\N,\N
704,3515,3510,64,\N,\N,\N,\N
705,3520,3514,65,\N,\N,\N,\N
706,3525,3518,66,\N,\N,\N,\N
707,3530,3522,67,\N,\N,\N,\N
708,3535,3526,68,\N,\N,\N,\N
709,3540,3530,69,\N,\N,\N,\N
710,3545,3534,70,\N,\N,\N,\N
711,3550,3538,71,\N,\N,\N,\N
712,3555,3542,72,\N,\N,\N,\N
713,3560,3546,73,\N,\N,\N,\N
714,3565,3550,74,\N,\N,\N,\N
715,3570,3554,75,\N,\N,\N,\N
716,3575,3558,76,\N,\N,\N,\N
717,3580,3562,77,\N,\N,\N,\N
718,3585,3566,78,\N,\N,\N,\N
719,3590,3570,79,\N,\N,\N,\N
720,3595,3574,80,\N,\N,\N,\N
721,3600,3578,1,\N,\N,\N,\N
722,3605,3582,2,\N,\N,\N,\N
723,3610,3586,3,\N,\N,\N,\N
724,3615,3590,4,\N,\N,\N,\N
725,3620,3594,5,\N,\N,\N,\N
726,3625,3598,6,\N,\N,\N,\N
727,3630,3602,7,\N,\N,\N,\N
728,3635,3606,8,\N,\N,\N,\N
729,3640,3610,9,\N,\N,\N,\N
730,3645,3614,10,\N,\N,\N,\N
731,3650,3618,11,\N,\N,\N,\N
732,3655,3622,12,\N,\N,\N,\N
733,3660,3626,13,\N,\N,\N,\N
734,3665,3630,14,\N,\N,\N,\N
735,3670,3634,15,\N,\N,\N,\N
736,3675,3638,16,\N,\N,\N,\N
737,3680,3642,17,\N,\N,\N,\N
738,3685,3646,18,\N,\N,\N,\N
739,3690,3650,19,\N,\N,\N,\N
740,3695,3654,20,\N,\N,\N,\N
741,3700,3658,21,\N,\N,\N,\N
742,3705,3662,22,\N,\N,\N,\N
743,3710,3666,23,\N,\N,\N,\N
744,3715,3670,24,\N,\N,\N,\N
745,3720,3674,25,\N,\N,\N,\N
746,3725,3678,26,\N,\N,\N,\N
747,3730,3682,27,\N,\N,\N,\N
748,3735,3686,28,\N,\N,\N,\N
749,3740,3690,29,\N,\N,\N,\N
750,3745,3744,30,\N,\N,\N,\N
751,3750,3748,31,\N,\N,\N,\N
752,3755,3752,32,\N,\N,\N,\N
753,3760,3756,33,\N,\N,\N,\N
754,3765,3760,34,\N,\N,\N,\N
755,3770,3764,35,\N,\N,\N,\N
756,3775,3768,36,\N,\N,\N,\N
757,3780,3772,37,\N,\N,\N,\N
758,3785,3776,38,\N,\N,\N,\N
759,3790,3780,39,\N,\N,\N,\N
760,3795,3784,40,\N,\N,\N,\N
761,3800,3788,41,\N,\N,\N,\N
762,3805,3792,42,\N,\N,\N,\N
763,3810,3796,43,\N,\N,\N,\N
764,3815,3800,44,\N,\N,\N,\N
765,3820,3804,45,\N,\N,\N,\N
766,3825,3808,46,\N,\N,\N,\N
767,3830,3812,47,\N,\N,\N,\N
768,3835,3816,48,\N,\N,\N,\N
769,3840,3820,49,\N,\N,\N,\N
770,3845,3824,50,\N,\N,\N,\N
771,3850,3828,51,\N,\N,\N,\N
772,3855,3832,52,\N,\N,\N,\N
773,3860,3836,53,\N,\N,\N,\N
774,3865,3840,54,\N,\N,\N,\N
775,3870,3844,55,\N,\N,\N,\N
776,3875,3848,56,\N,\N,\N,\N
777,3880,3852,57,\N,\N,\N,\N
778,3885,3856,58,\N,\N,\N,\N
779,3890,3860,59,\N,\N,\N,\N
780,3895,3864,60,\N,\N,\N,\N
781,3900,3868,61,\N,\N,\N,\N
782,3905,3872,62,\N,\N,\N,\N
783,3910,3876,63,\N,\N,\N,\N
784,3915,3880,64,\N,\N,\N,\N
785,3920,3884,65,\N,\N,\N,\N
786,3925,3888,66,\N,\N,\N,\N
787,3930,3892,67,\N,\N,\N,\N
788,3935,3896,68,\N,\N,\N,\N
789,3940,3900,69,\N,\N,\N,\N
790,3945,3904,70,\N,\N,\N,\N
791,3950,3908,71,\N,\N,\N,\N
792,3955,3912,72,\N,\N,\N,\N
793,3960,3916,73,\N,\N,\N,\N
794,3965,3920,74,\N,\N,\N,\N
795,3970,3924,75,\N,\N,\N,\N
796,3975,3928,76,\N,\N,\N,\N
797,3980,3932,77,\N,\N,\N,\N
798,3985,3936,78,\N,\N,\N,\N
799,3990,3940,79,\N,\N,\N,\N
800,3995,3994,80,\N,\N,\N,\N
