student_id,department_id,member_id,created_by,created_date,last_modified_by,last_modified_date
8550,70,8550,\N,\N,\N,\N
8551,71,8551,\N,\N,\N,\N
8552,72,8552,\N,\N,\N,\N
8553,73,8553,\N,\N,\N,\N
8554,74,8554,\N,\N,\N,\N
8555,75,8555,\N,\N,\N,\N
8556,76,8556,\N,\N,\N,\N
8557,77,8557,\N,\N,\N,\N
8558,78,8558,\N,\N,\N,\N
8559,79,8559,\N,\N,\N,\N
8560,80,8560,\N,\N,\N,\N
8561,1,8561,\N,\N,\N,\N
8562,2,8562,\N,\N,\N,\N
8563,3,8563,\N,\N,\N,\N
8564,4,8564,\N,\N,\N,\N
8565,5,8565,\N,\N,\N,\N
8566,6,8566,\N,\N,\N,\N
8567,7,8567,\N,\N,\N,\N
8568,8,8568,\N,\N,\N,\N
8569,9,8569,\N,\N,\N,\N
8570,10,8570,\N,\N,\N,\N
8571,11,8571,\N,\N,\N,\N
8572,12,8572,\N,\N,\N,\N
8573,13,8573,\N,\N,\N,\N
8574,14,8574,\N,\N,\N,\N
8575,15,8575,\N,\N,\N,\N
8576,16,8576,\N,\N,\N,\N
8577,17,8577,\N,\N,\N,\N
8578,18,8578,\N,\N,\N,\N
8579,19,8579,\N,\N,\N,\N
8580,20,8580,\N,\N,\N,\N
8581,21,8581,\N,\N,\N,\N
8582,22,8582,\N,\N,\N,\N
8583,23,8583,\N,\N,\N,\N
8584,24,8584,\N,\N,\N,\N
8585,25,8585,\N,\N,\N,\N
8586,26,8586,\N,\N,\N,\N
8587,27,8587,\N,\N,\N,\N
8588,28,8588,\N,\N,\N,\N
8589,29,8589,\N,\N,\N,\N
8590,30,8590,\N,\N,\N,\N
8591,31,8591,\N,\N,\N,\N
8592,32,8592,\N,\N,\N,\N
8593,33,8593,\N,\N,\N,\N
8594,34,8594,\N,\N,\N,\N
8595,35,8595,\N,\N,\N,\N
8596,36,8596,\N,\N,\N,\N
8597,37,8597,\N,\N,\N,\N
8598,38,8598,\N,\N,\N,\N
8599,39,8599,\N,\N,\N,\N
8600,40,8600,\N,\N,\N,\N
8601,41,8601,\N,\N,\N,\N
8602,42,8602,\N,\N,\N,\N
8603,43,8603,\N,\N,\N,\N
8604,44,8604,\N,\N,\N,\N
8605,45,8605,\N,\N,\N,\N
8606,46,8606,\N,\N,\N,\N
8607,47,8607,\N,\N,\N,\N
8608,48,8608,\N,\N,\N,\N
8609,49,8609,\N,\N,\N,\N
8610,50,8610,\N,\N,\N,\N
8611,51,8611,\N,\N,\N,\N
8612,52,8612,\N,\N,\N,\N
8613,53,8613,\N,\N,\N,\N
8614,54,8614,\N,\N,\N,\N
8615,55,8615,\N,\N,\N,\N
8616,56,8616,\N,\N,\N,\N
8617,57,8617,\N,\N,\N,\N
8618,58,8618,\N,\N,\N,\N
8619,59,8619,\N,\N,\N,\N
8620,60,8620,\N,\N,\N,\N
8621,61,8621,\N,\N,\N,\N
8622,62,8622,\N,\N,\N,\N
8623,63,8623,\N,\N,\N,\N
8624,64,8624,\N,\N,\N,\N
8625,65,8625,\N,\N,\N,\N
8626,66,8626,\N,\N,\N,\N
8627,67,8627,\N,\N,\N,\N
8628,68,8628,\N,\N,\N,\N
8629,69,8629,\N,\N,\N,\N
8630,70,8630,\N,\N,\N,\N
8631,71,8631,\N,\N,\N,\N
8632,72,8632,\N,\N,\N,\N
8633,73,8633,\N,\N,\N,\N
8634,74,8634,\N,\N,\N,\N
8635,75,8635,\N,\N,\N,\N
8636,76,8636,\N,\N,\N,\N
8637,77,8637,\N,\N,\N,\N
8638,78,8638,\N,\N,\N,\N
8639,79,8639,\N,\N,\N,\N
8640,80,8640,\N,\N,\N,\N
8641,1,8641,\N,\N,\N,\N
8642,2,8642,\N,\N,\N,\N
8643,3,8643,\N,\N,\N,\N
8644,4,8644,\N,\N,\N,\N
8645,5,8645,\N,\N,\N,\N
8646,6,8646,\N,\N,\N,\N
8647,7,8647,\N,\N,\N,\N
8648,8,8648,\N,\N,\N,\N
8649,9,8649,\N,\N,\N,\N
8650,10,8650,\N,\N,\N,\N
8651,11,8651,\N,\N,\N,\N
8652,12,8652,\N,\N,\N,\N
8653,13,8653,\N,\N,\N,\N
8654,14,8654,\N,\N,\N,\N
8655,15,8655,\N,\N,\N,\N
8656,16,8656,\N,\N,\N,\N
8657,17,8657,\N,\N,\N,\N
8658,18,8658,\N,\N,\N,\N
8659,19,8659,\N,\N,\N,\N
8660,20,8660,\N,\N,\N,\N
8661,21,8661,\N,\N,\N,\N
8662,22,8662,\N,\N,\N,\N
8663,23,8663,\N,\N,\N,\N
8664,24,8664,\N,\N,\N,\N
8665,25,8665,\N,\N,\N,\N
8666,26,8666,\N,\N,\N,\N
8667,27,8667,\N,\N,\N,\N
8668,28,8668,\N,\N,\N,\N
8669,29,8669,\N,\N,\N,\N
8670,30,8670,\N,\N,\N,\N
8671,31,8671,\N,\N,\N,\N
8672,32,8672,\N,\N,\N,\N
8673,33,8673,\N,\N,\N,\N
8674,34,8674,\N,\N,\N,\N
8675,35,8675,\N,\N,\N,\N
8676,36,8676,\N,\N,\N,\N
8677,37,8677,\N,\N,\N,\N
8678,38,8678,\N,\N,\N,\N
8679,39,8679,\N,\N,\N,\N
8680,40,8680,\N,\N,\N,\N
8681,41,8681,\N,\N,\N,\N
8682,42,8682,\N,\N,\N,\N
8683,43,8683,\N,\N,\N,\N
8684,44,8684,\N,\N,\N,\N
8685,45,8685,\N,\N,\N,\N
8686,46,8686,\N,\N,\N,\N
8687,47,8687,\N,\N,\N,\N
8688,48,8688,\N,\N,\N,\N
8689,49,8689,\N,\N,\N,\N
8690,50,8690,\N,\N,\N,\N
8691,51,8691,\N,\N,\N,\N
8692,52,8692,\N,\N,\N,\N
8693,53,8693,\N,\N,\N,\N
8694,54,8694,\N,\N,\N,\N
8695,55,8695,\N,\N,\N,\N
8696,56,8696,\N,\N,\N,\N
8697,57,8697,\N,\N,\N,\N
8698,58,8698,\N,\N,\N,\N
8699,59,8699,\N,\N,\N,\N
8700,60,8700,\N,\N,\N,\N
8701,61,8701,\N,\N,\N,\N
8702,62,8702,\N,\N,\N,\N
8703,63,8703,\N,\N,\N,\N
8704,64,8704,\N,\N,\N,\N
8705,65,8705,\N,\N,\N,\N
8706,66,8706,\N,\N,\N,\N
8707,67,8707,\N,\N,\N,\N
8708,68,8708,\N,\N,\N,\N
8709,69,8709,\N,\N,\N,\N
8710,70,8710,\N,\N,\N,\N
8711,71,8711,\N,\N,\N,\N
8712,72,8712,\N,\N,\N,\N
8713,73,8713,\N,\N,\N,\N
8714,74,8714,\N,\N,\N,\N
8715,75,8715,\N,\N,\N,\N
8716,76,8716,\N,\N,\N,\N
8717,77,8717,\N,\N,\N,\N
8718,78,8718,\N,\N,\N,\N
8719,79,8719,\N,\N,\N,\N
8720,80,8720,\N,\N,\N,\N
8721,1,8721,\N,\N,\N,\N
8722,2,8722,\N,\N,\N,\N
8723,3,8723,\N,\N,\N,\N
8724,4,8724,\N,\N,\N,\N
8725,5,8725,\N,\N,\N,\N
8726,6,8726,\N,\N,\N,\N
8727,7,8727,\N,\N,\N,\N
8728,8,8728,\N,\N,\N,\N
8729,9,8729,\N,\N,\N,\N
8730,10,8730,\N,\N,\N,\N
8731,11,8731,\N,\N,\N,\N
8732,12,8732,\N,\N,\N,\N
8733,13,8733,\N,\N,\N,\N
8734,14,8734,\N,\N,\N,\N
8735,15,8735,\N,\N,\N,\N
8736,16,8736,\N,\N,\N,\N
8737,17,8737,\N,\N,\N,\N
8738,18,8738,\N,\N,\N,\N
8739,19,8739,\N,\N,\N,\N
8740,20,8740,\N,\N,\N,\N
8741,21,8741,\N,\N,\N,\N
8742,22,8742,\N,\N,\N,\N
8743,23,8743,\N,\N,\N,\N
8744,24,8744,\N,\N,\N,\N
8745,25,8745,\N,\N,\N,\N
8746,26,8746,\N,\N,\N,\N
8747,27,8747,\N,\N,\N,\N
8748,28,8748,\N,\N,\N,\N
8749,29,8749,\N,\N,\N,\N
8750,30,8750,\N,\N,\N,\N
8751,31,8751,\N,\N,\N,\N
8752,32,8752,\N,\N,\N,\N
8753,33,8753,\N,\N,\N,\N
8754,34,8754,\N,\N,\N,\N
8755,35,8755,\N,\N,\N,\N
8756,36,8756,\N,\N,\N,\N
8757,37,8757,\N,\N,\N,\N
8758,38,8758,\N,\N,\N,\N
8759,39,8759,\N,\N,\N,\N
8760,40,8760,\N,\N,\N,\N
8761,41,8761,\N,\N,\N,\N
8762,42,8762,\N,\N,\N,\N
8763,43,8763,\N,\N,\N,\N
8764,44,8764,\N,\N,\N,\N
8765,45,8765,\N,\N,\N,\N
8766,46,8766,\N,\N,\N,\N
8767,47,8767,\N,\N,\N,\N
8768,48,8768,\N,\N,\N,\N
8769,49,8769,\N,\N,\N,\N
8770,50,8770,\N,\N,\N,\N
8771,51,8771,\N,\N,\N,\N
8772,52,8772,\N,\N,\N,\N
8773,53,8773,\N,\N,\N,\N
8774,54,8774,\N,\N,\N,\N
8775,55,8775,\N,\N,\N,\N
8776,56,8776,\N,\N,\N,\N
8777,57,8777,\N,\N,\N,\N
8778,58,8778,\N,\N,\N,\N
8779,59,8779,\N,\N,\N,\N
8780,60,8780,\N,\N,\N,\N
8781,61,8781,\N,\N,\N,\N
8782,62,8782,\N,\N,\N,\N
8783,63,8783,\N,\N,\N,\N
8784,64,8784,\N,\N,\N,\N
8785,65,8785,\N,\N,\N,\N
8786,66,8786,\N,\N,\N,\N
8787,67,8787,\N,\N,\N,\N
8788,68,8788,\N,\N,\N,\N
8789,69,8789,\N,\N,\N,\N
8790,70,8790,\N,\N,\N,\N
8791,71,8791,\N,\N,\N,\N
8792,72,8792,\N,\N,\N,\N
8793,73,8793,\N,\N,\N,\N
8794,74,8794,\N,\N,\N,\N
8795,75,8795,\N,\N,\N,\N
8796,76,8796,\N,\N,\N,\N
8797,77,8797,\N,\N,\N,\N
8798,78,8798,\N,\N,\N,\N
8799,79,8799,\N,\N,\N,\N
8800,80,8800,\N,\N,\N,\N
8801,1,8801,\N,\N,\N,\N
8802,2,8802,\N,\N,\N,\N
8803,3,8803,\N,\N,\N,\N
8804,4,8804,\N,\N,\N,\N
8805,5,8805,\N,\N,\N,\N
8806,6,8806,\N,\N,\N,\N
8807,7,8807,\N,\N,\N,\N
8808,8,8808,\N,\N,\N,\N
8809,9,8809,\N,\N,\N,\N
8810,10,8810,\N,\N,\N,\N
8811,11,8811,\N,\N,\N,\N
8812,12,8812,\N,\N,\N,\N
8813,13,8813,\N,\N,\N,\N
8814,14,8814,\N,\N,\N,\N
8815,15,8815,\N,\N,\N,\N
8816,16,8816,\N,\N,\N,\N
8817,17,8817,\N,\N,\N,\N
8818,18,8818,\N,\N,\N,\N
8819,19,8819,\N,\N,\N,\N
8820,20,8820,\N,\N,\N,\N
8821,21,8821,\N,\N,\N,\N
8822,22,8822,\N,\N,\N,\N
8823,23,8823,\N,\N,\N,\N
8824,24,8824,\N,\N,\N,\N
8825,25,8825,\N,\N,\N,\N
8826,26,8826,\N,\N,\N,\N
8827,27,8827,\N,\N,\N,\N
8828,28,8828,\N,\N,\N,\N
8829,29,8829,\N,\N,\N,\N
8830,30,8830,\N,\N,\N,\N
8831,31,8831,\N,\N,\N,\N
8832,32,8832,\N,\N,\N,\N
8833,33,8833,\N,\N,\N,\N
8834,34,8834,\N,\N,\N,\N
8835,35,8835,\N,\N,\N,\N
8836,36,8836,\N,\N,\N,\N
8837,37,8837,\N,\N,\N,\N
8838,38,8838,\N,\N,\N,\N
8839,39,8839,\N,\N,\N,\N
8840,40,8840,\N,\N,\N,\N
8841,41,8841,\N,\N,\N,\N
8842,42,8842,\N,\N,\N,\N
8843,43,8843,\N,\N,\N,\N
8844,44,8844,\N,\N,\N,\N
8845,45,8845,\N,\N,\N,\N
8846,46,8846,\N,\N,\N,\N
8847,47,8847,\N,\N,\N,\N
8848,48,8848,\N,\N,\N,\N
8849,49,8849,\N,\N,\N,\N
8850,50,8850,\N,\N,\N,\N
8851,51,8851,\N,\N,\N,\N
8852,52,8852,\N,\N,\N,\N
8853,53,8853,\N,\N,\N,\N
8854,54,8854,\N,\N,\N,\N
8855,55,8855,\N,\N,\N,\N
8856,56,8856,\N,\N,\N,\N
8857,57,8857,\N,\N,\N,\N
8858,58,8858,\N,\N,\N,\N
8859,59,8859,\N,\N,\N,\N
8860,60,8860,\N,\N,\N,\N
8861,61,8861,\N,\N,\N,\N
8862,62,8862,\N,\N,\N,\N
8863,63,8863,\N,\N,\N,\N
8864,64,8864,\N,\N,\N,\N
8865,65,8865,\N,\N,\N,\N
8866,66,8866,\N,\N,\N,\N
8867,67,8867,\N,\N,\N,\N
8868,68,8868,\N,\N,\N,\N
8869,69,8869,\N,\N,\N,\N
8870,70,8870,\N,\N,\N,\N
8871,71,8871,\N,\N,\N,\N
8872,72,8872,\N,\N,\N,\N
8873,73,8873,\N,\N,\N,\N
8874,74,8874,\N,\N,\N,\N
8875,75,8875,\N,\N,\N,\N
8876,76,8876,\N,\N,\N,\N
8877,77,8877,\N,\N,\N,\N
8878,78,8878,\N,\N,\N,\N
8879,79,8879,\N,\N,\N,\N
8880,80,8880,\N,\N,\N,\N
8881,1,8881,\N,\N,\N,\N
8882,2,8882,\N,\N,\N,\N
8883,3,8883,\N,\N,\N,\N
8884,4,8884,\N,\N,\N,\N
8885,5,8885,\N,\N,\N,\N
8886,6,8886,\N,\N,\N,\N
8887,7,8887,\N,\N,\N,\N
8888,8,8888,\N,\N,\N,\N
8889,9,8889,\N,\N,\N,\N
8890,10,8890,\N,\N,\N,\N
8891,11,8891,\N,\N,\N,\N
8892,12,8892,\N,\N,\N,\N
8893,13,8893,\N,\N,\N,\N
8894,14,8894,\N,\N,\N,\N
8895,15,8895,\N,\N,\N,\N
8896,16,8896,\N,\N,\N,\N
8897,17,8897,\N,\N,\N,\N
8898,18,8898,\N,\N,\N,\N
8899,19,8899,\N,\N,\N,\N
8900,20,8900,\N,\N,\N,\N
8901,21,8901,\N,\N,\N,\N
8902,22,8902,\N,\N,\N,\N
8903,23,8903,\N,\N,\N,\N
8904,24,8904,\N,\N,\N,\N
8905,25,8905,\N,\N,\N,\N
8906,26,8906,\N,\N,\N,\N
8907,27,8907,\N,\N,\N,\N
8908,28,8908,\N,\N,\N,\N
8909,29,8909,\N,\N,\N,\N
8910,30,8910,\N,\N,\N,\N
8911,31,8911,\N,\N,\N,\N
8912,32,8912,\N,\N,\N,\N
8913,33,8913,\N,\N,\N,\N
8914,34,8914,\N,\N,\N,\N
8915,35,8915,\N,\N,\N,\N
8916,36,8916,\N,\N,\N,\N
8917,37,8917,\N,\N,\N,\N
8918,38,8918,\N,\N,\N,\N
8919,39,8919,\N,\N,\N,\N
8920,40,8920,\N,\N,\N,\N
8921,41,8921,\N,\N,\N,\N
8922,42,8922,\N,\N,\N,\N
8923,43,8923,\N,\N,\N,\N
8924,44,8924,\N,\N,\N,\N
8925,45,8925,\N,\N,\N,\N
8926,46,8926,\N,\N,\N,\N
8927,47,8927,\N,\N,\N,\N
8928,48,8928,\N,\N,\N,\N
8929,49,8929,\N,\N,\N,\N
8930,50,8930,\N,\N,\N,\N
8931,51,8931,\N,\N,\N,\N
8932,52,8932,\N,\N,\N,\N
8933,53,8933,\N,\N,\N,\N
8934,54,8934,\N,\N,\N,\N
8935,55,8935,\N,\N,\N,\N
8936,56,8936,\N,\N,\N,\N
8937,57,8937,\N,\N,\N,\N
8938,58,8938,\N,\N,\N,\N
8939,59,8939,\N,\N,\N,\N
8940,60,8940,\N,\N,\N,\N
8941,61,8941,\N,\N,\N,\N
8942,62,8942,\N,\N,\N,\N
8943,63,8943,\N,\N,\N,\N
8944,64,8944,\N,\N,\N,\N
8945,65,8945,\N,\N,\N,\N
8946,66,8946,\N,\N,\N,\N
8947,67,8947,\N,\N,\N,\N
8948,68,8948,\N,\N,\N,\N
8949,69,8949,\N,\N,\N,\N
8950,70,8950,\N,\N,\N,\N
8951,71,8951,\N,\N,\N,\N
8952,72,8952,\N,\N,\N,\N
8953,73,8953,\N,\N,\N,\N
8954,74,8954,\N,\N,\N,\N
8955,75,8955,\N,\N,\N,\N
8956,76,8956,\N,\N,\N,\N
8957,77,8957,\N,\N,\N,\N
8958,78,8958,\N,\N,\N,\N
8959,79,8959,\N,\N,\N,\N
8960,80,8960,\N,\N,\N,\N
8961,1,8961,\N,\N,\N,\N
8962,2,8962,\N,\N,\N,\N
8963,3,8963,\N,\N,\N,\N
8964,4,8964,\N,\N,\N,\N
8965,5,8965,\N,\N,\N,\N
8966,6,8966,\N,\N,\N,\N
8967,7,8967,\N,\N,\N,\N
8968,8,8968,\N,\N,\N,\N
8969,9,8969,\N,\N,\N,\N
8970,10,8970,\N,\N,\N,\N
8971,11,8971,\N,\N,\N,\N
8972,12,8972,\N,\N,\N,\N
8973,13,8973,\N,\N,\N,\N
8974,14,8974,\N,\N,\N,\N
8975,15,8975,\N,\N,\N,\N
8976,16,8976,\N,\N,\N,\N
8977,17,8977,\N,\N,\N,\N
8978,18,8978,\N,\N,\N,\N
8979,19,8979,\N,\N,\N,\N
8980,20,8980,\N,\N,\N,\N
8981,21,8981,\N,\N,\N,\N
8982,22,8982,\N,\N,\N,\N
8983,23,8983,\N,\N,\N,\N
8984,24,8984,\N,\N,\N,\N
8985,25,8985,\N,\N,\N,\N
8986,26,8986,\N,\N,\N,\N
8987,27,8987,\N,\N,\N,\N
8988,28,8988,\N,\N,\N,\N
8989,29,8989,\N,\N,\N,\N
8990,30,8990,\N,\N,\N,\N
8991,31,8991,\N,\N,\N,\N
8992,32,8992,\N,\N,\N,\N
8993,33,8993,\N,\N,\N,\N
8994,34,8994,\N,\N,\N,\N
8995,35,8995,\N,\N,\N,\N
8996,36,8996,\N,\N,\N,\N
8997,37,8997,\N,\N,\N,\N
8998,38,8998,\N,\N,\N,\N
8999,39,8999,\N,\N,\N,\N
9000,40,9000,\N,\N,\N,\N
9001,41,9001,\N,\N,\N,\N
9002,42,9002,\N,\N,\N,\N
9003,43,9003,\N,\N,\N,\N
9004,44,9004,\N,\N,\N,\N
9005,45,9005,\N,\N,\N,\N
9006,46,9006,\N,\N,\N,\N
9007,47,9007,\N,\N,\N,\N
9008,48,9008,\N,\N,\N,\N
9009,49,9009,\N,\N,\N,\N
9010,50,9010,\N,\N,\N,\N
9011,51,9011,\N,\N,\N,\N
9012,52,9012,\N,\N,\N,\N
9013,53,9013,\N,\N,\N,\N
9014,54,9014,\N,\N,\N,\N
9015,55,9015,\N,\N,\N,\N
9016,56,9016,\N,\N,\N,\N
9017,57,9017,\N,\N,\N,\N
9018,58,9018,\N,\N,\N,\N
9019,59,9019,\N,\N,\N,\N
9020,60,9020,\N,\N,\N,\N
9021,61,9021,\N,\N,\N,\N
9022,62,9022,\N,\N,\N,\N
9023,63,9023,\N,\N,\N,\N
9024,64,9024,\N,\N,\N,\N
9025,65,9025,\N,\N,\N,\N
9026,66,9026,\N,\N,\N,\N
9027,67,9027,\N,\N,\N,\N
9028,68,9028,\N,\N,\N,\N
9029,69,9029,\N,\N,\N,\N
9030,70,9030,\N,\N,\N,\N
9031,71,9031,\N,\N,\N,\N
9032,72,9032,\N,\N,\N,\N
9033,73,9033,\N,\N,\N,\N
9034,74,9034,\N,\N,\N,\N
9035,75,9035,\N,\N,\N,\N
9036,76,9036,\N,\N,\N,\N
9037,77,9037,\N,\N,\N,\N
9038,78,9038,\N,\N,\N,\N
9039,79,9039,\N,\N,\N,\N
9040,80,9040,\N,\N,\N,\N
9041,1,9041,\N,\N,\N,\N
9042,2,9042,\N,\N,\N,\N
9043,3,9043,\N,\N,\N,\N
9044,4,9044,\N,\N,\N,\N
9045,5,9045,\N,\N,\N,\N
9046,6,9046,\N,\N,\N,\N
9047,7,9047,\N,\N,\N,\N
9048,8,9048,\N,\N,\N,\N
9049,9,9049,\N,\N,\N,\N
9050,10,9050,\N,\N,\N,\N
9051,11,9051,\N,\N,\N,\N
9052,12,9052,\N,\N,\N,\N
9053,13,9053,\N,\N,\N,\N
9054,14,9054,\N,\N,\N,\N
9055,15,9055,\N,\N,\N,\N
9056,16,9056,\N,\N,\N,\N
9057,17,9057,\N,\N,\N,\N
9058,18,9058,\N,\N,\N,\N
9059,19,9059,\N,\N,\N,\N
9060,20,9060,\N,\N,\N,\N
9061,21,9061,\N,\N,\N,\N
9062,22,9062,\N,\N,\N,\N
9063,23,9063,\N,\N,\N,\N
9064,24,9064,\N,\N,\N,\N
9065,25,9065,\N,\N,\N,\N
9066,26,9066,\N,\N,\N,\N
9067,27,9067,\N,\N,\N,\N
9068,28,9068,\N,\N,\N,\N
9069,29,9069,\N,\N,\N,\N
9070,30,9070,\N,\N,\N,\N
9071,31,9071,\N,\N,\N,\N
9072,32,9072,\N,\N,\N,\N
9073,33,9073,\N,\N,\N,\N
9074,34,9074,\N,\N,\N,\N
9075,35,9075,\N,\N,\N,\N
9076,36,9076,\N,\N,\N,\N
9077,37,9077,\N,\N,\N,\N
9078,38,9078,\N,\N,\N,\N
9079,39,9079,\N,\N,\N,\N
9080,40,9080,\N,\N,\N,\N
9081,41,9081,\N,\N,\N,\N
9082,42,9082,\N,\N,\N,\N
9083,43,9083,\N,\N,\N,\N
9084,44,9084,\N,\N,\N,\N
9085,45,9085,\N,\N,\N,\N
9086,46,9086,\N,\N,\N,\N
9087,47,9087,\N,\N,\N,\N
9088,48,9088,\N,\N,\N,\N
9089,49,9089,\N,\N,\N,\N
9090,50,9090,\N,\N,\N,\N
9091,51,9091,\N,\N,\N,\N
9092,52,9092,\N,\N,\N,\N
9093,53,9093,\N,\N,\N,\N
9094,54,9094,\N,\N,\N,\N
9095,55,9095,\N,\N,\N,\N
9096,56,9096,\N,\N,\N,\N
9097,57,9097,\N,\N,\N,\N
9098,58,9098,\N,\N,\N,\N
9099,59,9099,\N,\N,\N,\N
9100,60,9100,\N,\N,\N,\N
9101,61,9101,\N,\N,\N,\N
9102,62,9102,\N,\N,\N,\N
9103,63,9103,\N,\N,\N,\N
9104,64,9104,\N,\N,\N,\N
9105,65,9105,\N,\N,\N,\N
9106,66,9106,\N,\N,\N,\N
9107,67,9107,\N,\N,\N,\N
9108,68,9108,\N,\N,\N,\N
9109,69,9109,\N,\N,\N,\N
9110,70,9110,\N,\N,\N,\N
9111,71,9111,\N,\N,\N,\N
9112,72,9112,\N,\N,\N,\N
9113,73,9113,\N,\N,\N,\N
9114,74,9114,\N,\N,\N,\N
9115,75,9115,\N,\N,\N,\N
9116,76,9116,\N,\N,\N,\N
9117,77,9117,\N,\N,\N,\N
9118,78,9118,\N,\N,\N,\N
9119,79,9119,\N,\N,\N,\N
9120,80,9120,\N,\N,\N,\N
9121,1,9121,\N,\N,\N,\N
9122,2,9122,\N,\N,\N,\N
9123,3,9123,\N,\N,\N,\N
9124,4,9124,\N,\N,\N,\N
9125,5,9125,\N,\N,\N,\N
9126,6,9126,\N,\N,\N,\N
9127,7,9127,\N,\N,\N,\N
9128,8,9128,\N,\N,\N,\N
9129,9,9129,\N,\N,\N,\N
9130,10,9130,\N,\N,\N,\N
9131,11,9131,\N,\N,\N,\N
9132,12,9132,\N,\N,\N,\N
9133,13,9133,\N,\N,\N,\N
9134,14,9134,\N,\N,\N,\N
9135,15,9135,\N,\N,\N,\N
9136,16,9136,\N,\N,\N,\N
9137,17,9137,\N,\N,\N,\N
9138,18,9138,\N,\N,\N,\N
9139,19,9139,\N,\N,\N,\N
9140,20,9140,\N,\N,\N,\N
9141,21,9141,\N,\N,\N,\N
9142,22,9142,\N,\N,\N,\N
9143,23,9143,\N,\N,\N,\N
9144,24,9144,\N,\N,\N,\N
9145,25,9145,\N,\N,\N,\N
9146,26,9146,\N,\N,\N,\N
9147,27,9147,\N,\N,\N,\N
9148,28,9148,\N,\N,\N,\N
9149,29,9149,\N,\N,\N,\N
9150,30,9150,\N,\N,\N,\N
9151,31,9151,\N,\N,\N,\N
9152,32,9152,\N,\N,\N,\N
9153,33,9153,\N,\N,\N,\N
9154,34,9154,\N,\N,\N,\N
9155,35,9155,\N,\N,\N,\N
9156,36,9156,\N,\N,\N,\N
9157,37,9157,\N,\N,\N,\N
9158,38,9158,\N,\N,\N,\N
9159,39,9159,\N,\N,\N,\N
9160,40,9160,\N,\N,\N,\N
9161,41,9161,\N,\N,\N,\N
9162,42,9162,\N,\N,\N,\N
9163,43,9163,\N,\N,\N,\N
9164,44,9164,\N,\N,\N,\N
9165,45,9165,\N,\N,\N,\N
9166,46,9166,\N,\N,\N,\N
9167,47,9167,\N,\N,\N,\N
9168,48,9168,\N,\N,\N,\N
9169,49,9169,\N,\N,\N,\N
9170,50,9170,\N,\N,\N,\N
9171,51,9171,\N,\N,\N,\N
9172,52,9172,\N,\N,\N,\N
9173,53,9173,\N,\N,\N,\N
9174,54,9174,\N,\N,\N,\N
9175,55,9175,\N,\N,\N,\N
9176,56,9176,\N,\N,\N,\N
9177,57,9177,\N,\N,\N,\N
9178,58,9178,\N,\N,\N,\N
9179,59,9179,\N,\N,\N,\N
9180,60,9180,\N,\N,\N,\N
9181,61,9181,\N,\N,\N,\N
9182,62,9182,\N,\N,\N,\N
9183,63,9183,\N,\N,\N,\N
9184,64,9184,\N,\N,\N,\N
9185,65,9185,\N,\N,\N,\N
9186,66,9186,\N,\N,\N,\N
9187,67,9187,\N,\N,\N,\N
9188,68,9188,\N,\N,\N,\N
9189,69,9189,\N,\N,\N,\N
9190,70,9190,\N,\N,\N,\N
9191,71,9191,\N,\N,\N,\N
9192,72,9192,\N,\N,\N,\N
9193,73,9193,\N,\N,\N,\N
9194,74,9194,\N,\N,\N,\N
9195,75,9195,\N,\N,\N,\N
9196,76,9196,\N,\N,\N,\N
9197,77,9197,\N,\N,\N,\N
9198,78,9198,\N,\N,\N,\N
9199,79,9199,\N,\N,\N,\N
9200,80,9200,\N,\N,\N,\N
9201,1,9201,\N,\N,\N,\N
9202,2,9202,\N,\N,\N,\N
9203,3,9203,\N,\N,\N,\N
9204,4,9204,\N,\N,\N,\N
9205,5,9205,\N,\N,\N,\N
9206,6,9206,\N,\N,\N,\N
9207,7,9207,\N,\N,\N,\N
9208,8,9208,\N,\N,\N,\N
9209,9,9209,\N,\N,\N,\N
9210,10,9210,\N,\N,\N,\N
9211,11,9211,\N,\N,\N,\N
9212,12,9212,\N,\N,\N,\N
9213,13,9213,\N,\N,\N,\N
9214,14,9214,\N,\N,\N,\N
9215,15,9215,\N,\N,\N,\N
9216,16,9216,\N,\N,\N,\N
9217,17,9217,\N,\N,\N,\N
9218,18,9218,\N,\N,\N,\N
9219,19,9219,\N,\N,\N,\N
9220,20,9220,\N,\N,\N,\N
9221,21,9221,\N,\N,\N,\N
9222,22,9222,\N,\N,\N,\N
9223,23,9223,\N,\N,\N,\N
9224,24,9224,\N,\N,\N,\N
9225,25,9225,\N,\N,\N,\N
9226,26,9226,\N,\N,\N,\N
9227,27,9227,\N,\N,\N,\N
9228,28,9228,\N,\N,\N,\N
9229,29,9229,\N,\N,\N,\N
9230,30,9230,\N,\N,\N,\N
9231,31,9231,\N,\N,\N,\N
9232,32,9232,\N,\N,\N,\N
9233,33,9233,\N,\N,\N,\N
9234,34,9234,\N,\N,\N,\N
9235,35,9235,\N,\N,\N,\N
9236,36,9236,\N,\N,\N,\N
9237,37,9237,\N,\N,\N,\N
9238,38,9238,\N,\N,\N,\N
9239,39,9239,\N,\N,\N,\N
9240,40,9240,\N,\N,\N,\N
9241,41,9241,\N,\N,\N,\N
9242,42,9242,\N,\N,\N,\N
9243,43,9243,\N,\N,\N,\N
9244,44,9244,\N,\N,\N,\N
9245,45,9245,\N,\N,\N,\N
9246,46,9246,\N,\N,\N,\N
9247,47,9247,\N,\N,\N,\N
